"","Provider.ID","MORT_30_AMI_score","MORT_30_CABG_score","MORT_30_COPD_score","MORT_30_HF_score","MORT_30_PN_score","MORT_30_STK_score","PSI_4_SURG_COMP_score"
"1140",140048,357,NA,1432,1385,1103,958,1159
"1141",140049,2727,NA,575,1066,891,277,1997
"1142",140052,2275,NA,498,548,1371,2259,580
"1143",140053,2353,1461,1404,2276,1755,2005,1521
"1144",140054,840,1984,1086,1585,2097,905,2114
"1145",140058,NA,NA,1198,512,1870,2194,891
"1146",140059,1934,NA,288,506,1362,1577,NA
"1147",140062,1968,775,69,234,872,1860,359
"1148",140063,2176,NA,669,905,1139,2418,1288
"1149",140064,2340,NA,1032,1000,1366,2432,NA
"1150",140065,299,1610,1615,2075,2556,1040,873
"1151",140067,2247,557,2005,2400,94,2578,1665
"1152",140068,1301,NA,2515,2555,256,NA,NA
"1153",140077,NA,NA,1215,1514,1640,NA,NA
"1154",140080,512,1167,669,1306,2032,214,896
"1155",140082,256,NA,374,640,1066,1882,919
"1156",140083,NA,NA,2305,1959,2450,NA,NA
"1157",140084,521,2259,1770,1909,2089,857,1708
"1158",140088,498,14,865,1840,1334,1128,1771
"1159",140089,1167,NA,395,318,1134,1640,NA
"1160",140091,1616,669,1221,2158,1978,1661,1470
"1161",140093,153,NA,1728,1404,1972,256,NA
"1162",140095,1640,NA,2606,2464,235,NA,NA
"1163",140100,NA,NA,NA,NA,NA,NA,NA
"1164",140101,63,NA,1209,1118,1840,52,800
"1165",140103,1167,NA,14,787,87,NA,NA
"1166",140110,1215,NA,750,710,1366,2131,NA
"1167",140113,658,2088,1103,1283,1411,591,1171
"1168",140114,1385,2515,1674,1954,2416,1251,1267
"1169",140115,NA,NA,2678,2209,205,NA,1312
"1170",140116,1571,205,1885,1940,2240,930,3021
"1171",140117,2344,348,1585,32,2625,2054,777
"1172",140118,471,1431,1174,1646,1306,871,1661
"1173",140119,431,2450,646,1969,1435,1562,642
"1174",140120,2606,NA,988,1017,1720,1934,NA
"1175",140122,153,1610,1045,1732,2383,909,3026
"1176",140124,1670,NA,267,480,2450,2568,1174
"1177",140125,374,NA,548,566,871,2305,NA
"1178",140127,669,1391,1118,1506,1616,512,1722
"1179",140130,2543,NA,640,1025,1797,348,1332
"1180",140133,357,NA,1247,1338,955,905,1335
"1181",140135,717,1882,1759,1855,2410,1529,871
"1182",140137,NA,NA,1610,2370,582,NA,NA
"1183",140143,NA,NA,498,498,1313,2063,NA
"1184",140145,NA,NA,2046,2568,164,NA,NA
"1185",140147,1478,NA,328,488,1448,1704,NA
"1186",140148,2318,1032,2179,2471,149,2354,1857
"1187",140150,2418,NA,2387,697,498,153,741
"1188",140155,2418,NA,988,925,1762,75,937
"1189",140158,862,1167,1421,1942,1766,1099,602
"1190",140160,2355,NA,816,1233,1968,176,1768
"1191",140161,NA,NA,2515,2727,450,NA,NA
"1192",140162,900,2063,894,1251,1623,949,1325
"1193",140164,1680,678,1238,1345,1819,820,576
"1194",140166,1198,NA,1302,1817,1909,99,1655
"1195",140167,2246,NA,153,1743,548,1301,NA
"1196",140172,1641,2305,2052,2417,2226,1435,515
"1197",140174,431,214,909,1005,1763,2665,1176
"1198",140176,2497,NA,1103,1032,1448,548,762
"1199",140177,NA,NA,2324,2665,2370,1215,NA
"1200",140179,521,NA,1833,2264,2369,1380,1004
"1201",140180,405,1257,1376,678,1711,566,550
"1202",140181,1824,NA,338,256,348,NA,NA
"1203",140182,52,1854,506,847,1277,39,2025
"1204",140184,176,NA,775,521,1395,2063,1113
"1205",140185,1594,27,2085,2399,156,1012,318
"1206",140186,862,205,1676,2008,2357,1139,528
"1207",140187,1225,75,614,1564,1782,775,764
"1208",140189,521,NA,1744,1817,2095,2760,1916
"1209",140191,1313,1478,1633,2270,1942,1118,881
"1210",140197,NA,NA,1854,1905,141,NA,NA
"1211",140200,1095,87,2189,2593,230,1589,1715
"1212",140202,1935,413,2152,2354,80,1644,1124
"1213",140206,1670,NA,119,2305,153,NA,1806
"1214",140208,2124,1302,2486,210,2699,2177,1687
"1215",140209,1053,2529,1473,1773,2306,967,1548
"1216",140210,NA,NA,245,365,1600,1257,NA
"1217",140211,87,NA,1187,1840,2377,834,762
"1218",140213,1657,NA,2284,2653,2666,1972,533
"1219",140217,164,1478,816,1093,1825,431,1876
"1220",140223,1316,2665,2163,2718,110,2124,538
"1221",140224,431,1743,683,1623,1559,225,1660
"1222",140228,1021,1,1633,2114,2419,1053,1138
"1223",140231,1290,450,2124,2526,243,1797,555
"1224",140233,1213,431,1770,2167,2548,1316,636
"1225",140234,1514,NA,766,967,1151,2515,NA
"1226",140239,962,2027,1599,1889,2343,1187,1088
"1227",140240,2154,NA,63,462,640,2665,954
"1228",140242,885,498,2059,2558,2592,2124,826
"1229",140250,894,NA,1611,1623,2002,787,994
"1230",140251,1053,NA,1416,1674,2002,1017,1158
"1231",140252,1800,395,2442,2379,564,2152,3028
"1232",140258,1145,308,2476,2506,126,1755,3041
"1233",140275,423,NA,820,1048,1515,1670,NA
"1234",140276,852,766,810,1999,1837,1240,1875
"1235",140280,2039,606,1651,2147,2625,1487,647
"1236",140281,852,288,1409,2662,2607,1846,1295
"1237",140286,39,NA,1269,1118,1982,2288,1154
"1238",140288,1240,462,2055,2268,2668,1526,553
"1239",140289,703,NA,949,1724,1798,413,1177
"1240",140290,918,NA,2029,1993,2620,1086,632
"1241",140291,1298,299,1526,2039,2258,1000,1850
"1242",140292,1854,NA,2529,225,566,1796,NA
"1243",140294,NA,NA,2623,2340,759,1391,NA
"1244",140300,NA,NA,1112,1257,NA,NA,NA
"1245",140304,2370,NA,640,891,1277,2324,1007
"1246",141300,NA,NA,2046,NA,2464,NA,NA
"1247",141301,NA,NA,1577,1431,2594,NA,NA
"1248",141302,NA,NA,NA,NA,1112,NA,NA
"1249",141303,NA,NA,1301,1478,2340,NA,NA
"1250",141304,NA,NA,NA,1112,2305,NA,NA
"1251",141305,NA,NA,1959,1905,2678,NA,NA
"1252",141306,NA,NA,1167,NA,2209,NA,NA
"1253",141307,NA,NA,1796,1257,2623,NA,NA
"1254",141308,NA,NA,1112,NA,1391,NA,NA
"1255",141309,NA,NA,1257,1704,2275,NA,NA
"1256",141310,NA,NA,2194,2568,205,NA,NA
"1257",141311,1640,NA,176,2387,909,1934,NA
"1258",141312,NA,NA,2275,1854,267,NA,NA
"1259",141313,NA,NA,1347,1547,2464,NA,NA
"1260",141315,NA,NA,1882,1704,267,NA,NA
"1261",141316,NA,NA,2046,1704,2194,NA,NA
"1262",141317,NA,NA,1796,1347,2529,NA,NA
"1263",141318,NA,NA,1704,1984,2340,NA,NA
"1264",141319,NA,NA,1882,2324,521,NA,NA
"1265",141320,NA,NA,1670,2131,27,NA,NA
"1266",141321,NA,NA,1743,1167,245,NA,NA
"1267",141322,NA,NA,205,2450,810,1905,NA
"1268",141323,NA,NA,348,2387,737,NA,NA
"1269",141324,NA,NA,2450,2131,308,NA,NA
"1270",141325,NA,NA,2229,2370,153,NA,NA
"1271",141326,NA,NA,413,2701,108,NA,NA
"1272",141327,NA,NA,2246,2288,728,1112,NA
"1273",141328,NA,NA,2324,2063,130,NA,NA
"1274",141329,NA,NA,NA,NA,NA,NA,NA
"1275",141330,NA,NA,NA,NA,2007,NA,NA
"1276",141331,NA,NA,1769,1670,2387,NA,NA
"1277",141332,NA,NA,1984,2387,614,NA,NA
"1278",141333,NA,NA,1112,1391,2515,NA,NA
"1279",141334,NA,NA,2481,1769,2727,NA,NA
"1280",141335,NA,NA,1610,1215,1824,NA,NA
"1281",141336,NA,NA,2305,2027,800,NA,NA
"1282",141337,1257,NA,2464,299,413,1743,NA
"1283",141338,NA,NA,2105,1959,2749,NA,NA
"1284",141339,NA,NA,539,235,1468,1640,NA
"1285",141340,NA,NA,2275,2404,130,NA,NA
"1286",141341,NA,NA,2623,1577,2727,NA,NA
"1287",141342,NA,NA,2481,1478,256,NA,NA
"1288",141343,NA,NA,2370,2665,256,1391,NA
"1289",141344,NA,NA,1905,2404,205,1547,NA
"1290",141345,NA,NA,2665,1796,1,NA,NA
"1291",141346,NA,NA,2229,2450,744,NA,NA
"1292",141347,NA,NA,1905,2568,63,NA,NA
"1293",141348,NA,NA,2432,2259,697,NA,NA
"1294",141349,NA,NA,1984,1670,2714,NA,NA
"1295",141350,NA,NA,39,2760,885,1514,NA
"1296",141351,NA,NA,2623,2678,759,NA,NA
"1297",143300,NA,NA,NA,NA,NA,NA,NA
"1298",143301,NA,NA,NA,NA,NA,NA,NA
"1299",143302,NA,NA,NA,NA,NA,NA,NA
"1300",150001,1391,NA,374,308,1021,2305,NA
"1301",150002,591,2154,2039,2412,2342,1316,376
"1302",150004,374,1301,1371,1620,1424,530,1478
"1303",150005,176,NA,1216,962,1649,288,918
"1304",150006,488,2046,1366,1198,1376,669,1651
"1305",150007,2727,NA,1238,847,1620,153,1348
"1306",150008,2259,1547,914,1099,1032,374,1576
"1307",150009,995,NA,1876,1870,2569,480,614
"1308",150010,1854,NA,1045,1198,1657,598,1364
"1309",150011,27,NA,1487,1494,1649,2701,1273
"1310",150012,1179,2246,1545,2090,2521,1409,1562
"1311",150015,787,1478,1571,1487,1557,566,1311
"1312",150017,1899,548,1819,2155,1876,1503,1319
"1313",150018,1192,423,2056,2106,2199,980,1682
"1314",150021,1897,471,1972,2425,2559,2005,1008
"1315",150022,NA,NA,225,413,780,1112,NA
"1316",150023,2356,471,2540,2542,5,1487,1390
"1317",150024,652,NA,1040,826,962,176,630
"1318",150026,2623,NA,955,935,1616,196,347
"1319",150030,1112,NA,646,462,1192,NA,NA
"1320",150034,299,2246,2078,2260,2349,885,1871
"1321",150035,1512,2568,2186,2127,2565,1362,746
"1322",150037,1934,NA,598,256,1585,141,NA
"1323",150042,488,NA,1529,1654,2274,1192,946
"1324",150044,1626,591,2252,2024,82,1498,1152
"1325",150045,NA,NA,2555,2582,606,1431,NA
"1326",150046,1251,2088,1585,1518,1198,2543,769
"1327",150047,2324,NA,2690,245,2555,1670,1725
"1328",150048,1758,669,1909,2247,2675,1385,810
"1329",150051,1539,141,1461,1636,2371,1585,1220
"1330",150056,1737,759,2054,2319,2523,1793,1727
"1331",150057,NA,NA,130,2176,1048,NA,951
"1332",150058,1209,2623,1492,2032,2292,1453,1788
"1333",150059,2678,NA,506,566,1534,2678,1803
"1334",150061,1704,NA,498,2432,1021,2370,NA
"1335",150064,1347,NA,2650,2568,885,2007,NA
"1336",150065,1577,NA,1032,14,1000,2481,NA
"1337",150069,2027,NA,1633,885,1512,2131,NA
"1338",150072,NA,NA,75,348,1242,2246,NA
"1339",150074,810,1577,1716,1815,2019,909,1942
"1340",150075,NA,NA,669,39,810,1577,NA
"1341",150076,2105,NA,2404,39,614,2046,NA
"1342",150082,1771,1743,5,86,484,2406,502
"1343",150084,1557,606,1900,2697,2414,2281,807
"1344",150086,99,NA,1313,766,1286,2738,952
"1345",150088,2194,NA,1225,1103,2186,703,1348
"1346",150089,1878,2594,2272,2273,98,1802,1792
"1347",150090,462,1854,1380,1697,1445,630,899
"1348",150091,NA,NA,141,2678,614,1431,NA
"1349",150097,1577,NA,766,480,1174,2529,NA
"1350",150100,1506,205,1667,2051,2297,1461,2164
"1351",150101,NA,NA,2288,1905,75,NA,NA
"1352",150102,NA,NA,2749,2340,119,NA,NA
"1353",150104,1854,NA,488,256,792,1431,NA
"1354",150109,1192,2176,697,1404,1322,803,1543
"1355",150112,1290,2154,1636,1728,2111,1099,1330
"1356",150113,2450,NA,1366,1240,2039,488,1320
"1357",150115,1247,NA,914,1362,1958,810,303
"1358",150125,1441,703,2551,303,219,2032,1024
"1359",150126,1099,2027,1932,2080,2276,1048,1589
"1360",150128,591,NA,1005,1611,1870,710,497
"1361",150133,1882,NA,852,521,1066,2305,NA
"1362",150146,NA,NA,506,2582,787,1478,NA
"1363",150149,NA,NA,NA,NA,NA,NA,NA
"1364",150150,NA,NA,2497,2154,2305,NA,NA
"1365",150153,2439,1909,1854,1773,NA,NA,814
"1366",150157,NA,NA,2209,2131,245,1577,NA
"1367",150158,153,NA,1247,1416,1906,557,879
"1368",150160,NA,NA,NA,NA,NA,NA,1002
"1369",150161,1769,NA,2555,2760,857,2105,864
"1370",150162,1763,891,2256,2457,263,1917,328
"1371",150165,NA,NA,2450,2007,2088,NA,NA
"1372",150166,NA,NA,1347,1257,1577,NA,NA
"1373",150167,NA,NA,NA,NA,NA,NA,NA
"1374",150168,NA,NA,NA,NA,NA,NA,NA
"1375",150169,1959,NA,1395,1272,2309,1400,1108
"1376",150172,NA,NA,NA,NA,NA,NA,NA
"1377",150173,1338,2606,1571,1548,2392,1095,506
"1378",150175,1283,1086,NA,2404,NA,NA,509
"1379",150176,2176,385,1670,52,2760,NA,1349
"1380",150177,NA,NA,NA,NA,NA,NA,NA
"1381",150179,NA,NA,NA,NA,NA,NA,NA
"1382",150181,NA,NA,NA,NA,NA,NA,NA
"1383",150182,NA,NA,NA,NA,NA,NA,NA
"1384",150183,NA,NA,NA,NA,NA,NA,NA
"1385",151300,NA,NA,NA,1112,2176,NA,NA
"1386",151301,NA,NA,2324,2027,176,NA,NA
"1387",151302,NA,NA,1824,1391,153,NA,NA
"1388",151303,NA,NA,1959,NA,2176,NA,NA
"1389",151304,NA,NA,2154,2027,395,NA,NA
"1390",151305,NA,NA,NA,1769,2665,NA,NA
"1391",151306,NA,NA,1514,NA,2543,NA,NA
"1392",151307,NA,NA,308,2497,196,1167,NA
"1393",151308,NA,NA,2027,1670,2749,1167,NA
"1394",151309,NA,NA,2027,1704,2288,NA,NA
"1395",151310,NA,NA,1824,1514,2370,NA,NA
"1396",151311,NA,NA,1743,2246,539,NA,NA
"1397",151312,NA,NA,108,2594,566,NA,NA
"1398",151313,NA,NA,130,2105,2623,NA,NA
"1399",151314,NA,NA,NA,NA,1347,NA,NA
"1400",151315,NA,NA,2246,2288,374,1640,NA
"1401",151316,NA,NA,2678,1854,2582,1391,NA
"1402",151317,NA,NA,2568,2594,225,NA,NA
"1403",151318,1984,NA,2636,1984,63,1514,NA
"1404",151319,NA,NA,2007,1704,2404,NA,NA
"1405",151320,NA,NA,1824,NA,2515,NA,NA
"1406",151322,NA,NA,2623,2665,820,1301,NA
"1407",151323,NA,NA,1984,1704,2582,NA,NA
"1408",151324,NA,NA,2387,2701,690,1610,NA
"1409",151325,NA,NA,1882,NA,2387,NA,NA
"1410",151326,1347,NA,2594,2594,557,NA,NA
"1411",151327,1257,NA,2749,2450,235,NA,NA
"1412",151328,1112,NA,108,2007,1184,NA,NA
"1413",151329,NA,NA,2714,164,1040,1854,NA
"1414",151330,NA,NA,2209,2515,646,NA,NA
"1415",151331,1215,NA,130,2464,630,1167,NA
"1416",151332,NA,NA,27,245,318,NA,NA
"1417",151333,NA,NA,2088,1547,652,NA,NA
"1418",151334,NA,NA,2636,2594,652,NA,NA
"1419",151335,1704,NA,2131,39,328,NA,NA
"1420",160001,2690,NA,2749,328,1277,2481,NA
"1421",160005,NA,NA,2246,2714,840,1743,NA
"1422",160008,1431,NA,413,87,988,2194,NA
"1423",160013,NA,NA,2324,2555,759,NA,NA
"1424",160016,955,NA,862,1380,1860,130,1296
"1425",160024,405,NA,614,1118,1802,186,NA
"1426",160028,196,NA,539,658,1048,2636,1376
"1427",160029,1095,2418,440,1435,1846,1032,509
"1428",160030,1179,NA,935,1571,2273,750,556
"1429",160032,NA,NA,2594,2760,909,1769,NA
"1430",160033,1790,2176,1770,2293,193,1809,516
"1431",160040,NA,NA,1478,1984,245,NA,NA
"1432",160045,1295,834,1758,1932,2456,1045,371
"1433",160047,308,NA,530,800,1770,2701,1248
"1434",160057,1045,NA,1487,1192,2050,506,1519
"1435",160058,1124,2606,423,1873,1441,2225,1551
"1436",160064,1855,480,1567,1978,2306,1225,1125
"1437",160067,318,NA,766,1021,1362,2007,1366
"1438",160069,374,1640,87,737,1322,176,1554
"1439",160079,1225,NA,1641,1616,2762,826,542
"1440",160080,1032,NA,1017,1072,2171,2027,892
"1441",160082,1778,1025,1494,2014,2767,1771,1379
"1442",160083,2301,1926,2495,116,262,2256,1686
"1443",160089,462,NA,750,810,1484,1854,NA
"1444",160101,NA,NA,NA,NA,NA,NA,NA
"1445",160104,2088,NA,2288,2701,1095,1743,1383
"1446",160110,1589,630,1526,2177,2282,1416,1121
"1447",160112,NA,NA,2690,27,1107,2246,1325
"1448",160117,2568,NA,975,891,1766,99,974
"1449",160122,1431,NA,2678,39,1053,1769,NA
"1450",160124,NA,NA,1670,1824,683,1640,NA
"1451",160146,14,NA,1017,962,1728,205,1611
"1452",160147,NA,NA,2568,2370,816,1514,NA
"1453",160153,1233,2105,967,1184,1899,865,1557
"1454",161300,NA,NA,NA,NA,NA,NA,NA
"1455",161301,NA,NA,NA,1347,2387,NA,NA
"1456",161302,NA,NA,1743,1167,176,NA,NA
"1457",161303,NA,NA,NA,NA,1391,NA,NA
"1458",161304,NA,NA,NA,NA,2194,NA,NA
"1459",161305,NA,NA,NA,NA,NA,NA,NA
"1460",161306,NA,NA,1824,2063,256,NA,NA
"1461",161307,NA,NA,1769,1984,2690,NA,NA
"1462",161308,NA,NA,NA,1391,2543,NA,NA
"1463",161309,NA,NA,1984,1577,717,NA,NA
"1464",161310,NA,NA,NA,NA,2275,NA,NA
"1465",161311,NA,NA,NA,NA,1743,NA,NA
"1466",161312,NA,NA,NA,NA,2275,NA,NA
"1467",161313,NA,NA,NA,NA,2288,NA,NA
"1468",161314,NA,NA,NA,NA,NA,NA,NA
"1469",161315,NA,NA,NA,NA,NA,NA,NA
"1470",161316,NA,NA,NA,1514,2464,NA,NA
"1471",161317,NA,NA,NA,1215,2288,NA,NA
"1472",161318,NA,NA,1796,1670,440,1391,NA
"1473",161319,NA,NA,1167,NA,NA,NA,NA
"1474",161320,NA,NA,NA,NA,2154,NA,NA
"1475",161321,NA,NA,NA,1215,1743,NA,NA
"1476",161322,NA,NA,NA,NA,2154,NA,NA
"1477",161323,NA,NA,NA,NA,NA,NA,NA
"1478",161324,NA,NA,NA,NA,NA,NA,NA
"1479",161325,NA,NA,NA,NA,2046,NA,NA
"1480",161326,NA,NA,NA,1796,365,NA,NA
"1481",161327,NA,NA,NA,1640,2259,NA,NA
"1482",161328,NA,NA,NA,NA,2275,NA,NA
"1483",161329,NA,NA,NA,NA,1854,NA,NA
"1484",161330,NA,NA,NA,NA,1670,NA,NA
"1485",161331,NA,NA,1347,1167,2568,NA,NA
"1486",161332,NA,NA,NA,NA,1704,NA,NA
"1487",161333,NA,NA,NA,NA,2007,NA,NA
"1488",161334,NA,NA,NA,NA,NA,NA,NA
"1489",161335,NA,NA,NA,1112,2555,NA,NA
"1490",161336,NA,NA,NA,NA,2105,NA,NA
"1491",161337,NA,NA,1215,NA,2568,NA,NA
"1492",161338,NA,NA,1743,1301,1934,NA,NA
"1493",161339,NA,NA,1577,1670,405,NA,NA
"1494",161340,NA,NA,NA,NA,1905,NA,NA
"1495",161341,NA,NA,1347,1215,2738,NA,NA
"1496",161342,NA,NA,1796,NA,1984,NA,NA
"1497",161343,NA,NA,1984,2275,683,NA,NA
"1498",161344,NA,NA,1431,2176,385,NA,NA
"1499",161345,NA,NA,1514,1854,1984,NA,NA
"1500",161346,NA,NA,NA,NA,2450,NA,NA
"1501",161347,NA,NA,2515,2582,52,1610,NA
"1502",161348,NA,NA,NA,NA,2387,NA,NA
"1503",161349,NA,NA,1670,1431,2515,NA,NA
"1504",161350,NA,NA,1577,1769,186,NA,NA
"1505",161351,1257,NA,1610,2515,488,1514,NA
"1506",161352,NA,NA,1959,2714,235,NA,NA
"1507",161353,NA,NA,1743,1769,196,1167,NA
"1508",161354,NA,NA,NA,1854,591,NA,NA
"1509",161355,NA,NA,2063,1670,NA,NA,NA
"1510",161356,NA,NA,1112,1167,299,NA,NA
"1511",161357,NA,NA,1347,1167,63,NA,NA
"1512",161358,NA,NA,1547,1743,2714,NA,NA
"1513",161359,NA,NA,1854,2623,871,1257,NA
"1514",161360,NA,NA,1577,1743,395,NA,NA
"1515",161361,NA,NA,1934,225,521,NA,NA
"1516",161362,NA,NA,2246,2007,840,NA,NA
"1517",161363,1215,NA,2543,2481,717,1478,NA
"1518",161364,NA,NA,2432,2131,862,NA,NA
"1519",161365,NA,NA,NA,1610,2305,NA,NA
"1520",161366,NA,NA,1547,1514,2543,NA,NA
"1521",161367,NA,NA,2063,2305,703,1257,NA
"1522",161368,NA,NA,1824,2209,318,NA,NA
"1523",161369,NA,NA,NA,2027,2760,1391,NA
"1524",161370,NA,NA,2105,2027,582,NA,NA
"1525",161371,1640,NA,2176,2229,575,1854,NA
"1526",161372,NA,NA,2690,2714,1021,1743,NA
"1527",161373,NA,NA,1391,1743,2209,NA,NA
"1528",161374,NA,NA,2131,2594,862,1257,NA
"1529",161375,NA,NA,1824,2007,2760,1215,NA
"1530",161376,NA,NA,1478,1640,225,NA,NA
"1531",161377,NA,NA,2404,1934,2555,NA,NA
"1532",161378,NA,NA,NA,NA,NA,NA,NA
"1533",161379,NA,NA,2063,2194,871,1796,NA
"1534",161380,NA,NA,1824,2481,488,NA,NA
"1535",161381,NA,NA,1347,2105,365,NA,NA
"1536",170006,108,NA,308,488,1404,2288,1166
"1537",170009,NA,NA,2636,2246,108,NA,NA
"1538",170012,862,2690,1066,575,1916,703,1873
"1539",170013,1124,2650,640,1400,1526,480,1941
"1540",170014,NA,NA,2650,2497,1005,1257,NA
"1541",170016,1021,2606,1213,1548,1948,891,1884
"1542",170017,NA,NA,2714,2209,834,2027,NA
"1543",170020,967,75,1737,1168,2585,690,1327
"1544",170023,1984,NA,2370,2701,548,NA,NA
"1545",170027,NA,NA,1670,2515,683,1670,950
"1546",170039,NA,NA,NA,NA,2594,NA,NA
"1547",170040,717,942,710,1855,1649,1302,321
"1548",170049,894,2105,1242,1608,1784,865,634
"1549",170058,NA,NA,2714,2340,780,1167,NA
"1550",170068,NA,NA,2246,2529,2727,1215,NA
"1551",170074,NA,NA,2063,1905,395,1905,NA
"1552",170075,NA,NA,NA,1743,2305,NA,NA
"1553",170086,1562,575,2348,2377,2763,2058,1216
"1554",170094,NA,NA,2046,2515,710,NA,NA
"1555",170103,2209,NA,196,277,1564,2131,1536
"1556",170104,723,2665,1512,2221,2562,1404,345
"1557",170105,NA,NA,1824,2275,816,1391,NA
"1558",170109,NA,NA,1610,1905,2259,NA,NA
"1559",170110,NA,NA,NA,NA,1704,NA,NA
"1560",170120,NA,NA,2738,2606,826,2063,NA
"1561",170122,2173,865,1899,2682,552,2506,1411
"1562",170123,2210,1000,1371,2333,2446,2094,2094
"1563",170133,NA,NA,2355,2088,2497,NA,NA
"1564",170137,245,NA,800,967,2002,737,980
"1565",170142,598,NA,164,423,1503,14,2077
"1566",170145,NA,NA,348,267,1322,2275,NA
"1567",170146,678,1347,1063,1411,1633,395,612
"1568",170150,NA,NA,1959,1478,413,1431,NA
"1569",170166,NA,NA,1347,1882,2515,NA,NA
"1570",170175,2007,NA,2678,119,955,1905,NA
"1571",170176,2481,NA,357,780,1238,225,1913
"1572",170182,2209,1391,2690,800,1322,225,779
"1573",170183,NA,NA,NA,NA,NA,NA,970
"1574",170185,141,NA,2606,1251,1445,2650,NA
"1575",170186,1272,1338,NA,1086,NA,NA,1905
"1576",170187,NA,NA,NA,NA,NA,NA,NA
"1577",170188,NA,NA,NA,NA,NA,NA,NA
"1578",170190,NA,NA,NA,NA,NA,NA,NA
"1579",170191,NA,NA,2088,1743,338,NA,NA
"1580",170194,NA,NA,NA,NA,NA,NA,NA
"1581",170196,NA,NA,NA,NA,NA,NA,1202
"1582",170197,1103,431,1769,810,348,NA,1556
"1583",170198,NA,NA,NA,NA,NA,NA,NA
"1584",170199,NA,NA,NA,NA,NA,NA,NA
"1585",170200,NA,NA,2606,2515,1086,1514,NA
"1586",170201,NA,NA,NA,NA,NA,NA,NA
"1587",170203,NA,NA,NA,NA,NA,NA,NA
"1588",171300,NA,NA,NA,NA,NA,NA,NA
"1589",171301,NA,NA,NA,NA,1347,NA,NA
"1590",171302,NA,NA,NA,NA,NA,NA,NA
"1591",171303,NA,NA,NA,NA,NA,NA,NA
"1592",171304,NA,NA,NA,NA,NA,NA,NA
"1593",171306,NA,NA,NA,NA,NA,NA,NA
"1594",171307,NA,NA,NA,NA,1796,NA,NA
"1595",171308,NA,NA,NA,NA,1514,NA,NA
"1596",171309,NA,NA,NA,NA,NA,NA,NA
"1597",171310,NA,NA,NA,NA,2131,NA,NA
"1598",171311,NA,NA,NA,NA,2007,NA,NA
"1599",171312,NA,NA,NA,NA,1547,NA,NA
"1600",171313,NA,NA,NA,NA,1959,NA,NA
"1601",171314,NA,NA,NA,NA,NA,NA,NA
"1602",171315,NA,NA,NA,NA,2387,NA,NA
"1603",171316,NA,NA,NA,NA,2027,NA,NA
"1604",171317,NA,NA,NA,NA,NA,NA,NA
"1605",171318,NA,NA,NA,NA,2027,NA,NA
"1606",171319,NA,NA,NA,NA,2370,NA,NA
"1607",171320,NA,NA,NA,NA,NA,NA,NA
"1608",171321,NA,NA,NA,1514,2246,NA,NA
"1609",171322,NA,NA,NA,NA,1112,NA,NA
"1610",171323,NA,NA,NA,NA,NA,NA,NA
"1611",171324,NA,NA,NA,NA,1984,NA,NA
"1612",171325,NA,NA,1514,1391,2355,NA,NA
"1613",171326,NA,NA,NA,NA,NA,NA,NA
"1614",171327,NA,NA,2515,2305,374,1257,NA
"1615",171328,NA,NA,NA,NA,1959,NA,NA
"1616",171329,NA,NA,NA,NA,NA,NA,NA
"1617",171330,NA,NA,1112,1112,2464,NA,NA
"1618",171331,NA,NA,NA,NA,1257,NA,NA
"1619",171332,NA,NA,NA,NA,NA,NA,NA
"1620",171333,NA,NA,1301,NA,2714,NA,NA
"1621",171334,NA,NA,1577,NA,2678,NA,NA
"1622",171335,NA,NA,NA,NA,2105,NA,NA
"1623",171336,NA,NA,NA,1112,2154,NA,NA
"1624",171337,NA,NA,1215,NA,1905,NA,NA
"1625",171338,NA,NA,NA,NA,1670,NA,NA
"1626",171339,NA,NA,1547,1796,119,NA,NA
"1627",171340,NA,NA,NA,1547,2760,NA,NA
"1628",171341,NA,NA,2288,2340,186,NA,NA
"1629",171342,NA,NA,NA,NA,1640,NA,NA
"1630",171343,NA,NA,NA,NA,NA,NA,NA
"1631",171344,NA,NA,1215,NA,1670,NA,NA
"1632",171345,NA,NA,1391,NA,2154,NA,NA
"1633",171346,NA,NA,NA,1301,1670,NA,NA
"1634",171347,NA,NA,NA,NA,2027,NA,NA
"1635",171348,NA,NA,NA,NA,1112,NA,NA
"1636",171349,NA,NA,1478,2105,186,1167,NA
"1637",171350,NA,NA,1769,NA,2464,NA,NA
"1638",171351,NA,NA,NA,NA,2194,NA,NA
"1639",171352,NA,NA,NA,NA,1959,NA,NA
"1640",171353,NA,NA,NA,NA,2229,NA,NA
"1641",171354,NA,NA,1478,1704,405,NA,NA
"1642",171355,NA,NA,2088,1796,775,NA,NA
"1643",171356,NA,NA,NA,NA,1301,NA,NA
"1644",171357,NA,NA,NA,NA,1478,NA,NA
"1645",171358,NA,NA,NA,NA,2432,NA,NA
"1646",171359,NA,NA,1112,1167,1769,NA,NA
"1647",171360,NA,NA,NA,NA,2176,NA,NA
"1648",171361,NA,NA,1431,1769,630,NA,NA
"1649",171362,NA,NA,1743,1882,2582,NA,NA
"1650",171363,NA,NA,2046,2154,2568,NA,NA
"1651",171364,NA,NA,NA,NA,1743,NA,NA
"1652",171365,NA,NA,NA,NA,NA,NA,NA
"1653",171366,NA,NA,1391,1577,2370,NA,NA
"1654",171367,NA,NA,1257,1610,357,NA,NA
"1655",171368,NA,NA,NA,1431,2387,NA,NA
"1656",171369,NA,NA,NA,NA,1391,NA,NA
