"","Provider.ID","MORT_30_AMI_denominator","MORT_30_CABG_denominator","MORT_30_COPD_denominator","MORT_30_HF_denominator","MORT_30_PN_denominator","MORT_30_STK_denominator","MORT_30_AMI_score","MORT_30_CABG_score","MORT_30_COPD_score","MORT_30_HF_score","MORT_30_PN_score","MORT_30_STK_score","PSI_4_SURG_COMP_denominator","PSI_4_SURG_COMP_score"
"2431",260095,35,190,252,35,117,62,967,1882,1705,1651,2242,988,947,924
"2432",260096,46,191,225,20,72,53,1432,1,1798,2499,323,1233,2713,307
"2433",260097,50,NA,234,34,119,NA,1167,NA,512,299,1479,NA,NA,NA
"2434",260102,NA,NA,235,NA,68,NA,NA,NA,1301,NA,2027,NA,NA,NA
"2435",260104,51,188,226,15,96,54,1366,1905,1338,2009,2256,1690,1936,1844
"2436",260105,64,NA,242,24,71,65,2404,NA,678,614,664,1633,1491,1007
"2437",260108,62,190,234,12,63,21,2257,1295,1831,69,401,1800,3045,1300
"2438",260110,48,199,14,55,89,41,894,2749,1351,1644,2251,1357,357,1368
"2439",260113,51,NA,228,28,88,76,1824,NA,914,1075,1615,1824,4066,902
"2440",260119,57,194,240,31,79,52,877,2582,2059,1876,2406,925,922,1023
"2441",260137,58,213,249,36,61,62,2017,871,1947,1790,2386,1319,3150,1907
"2442",260138,24,116,257,8,29,42,1453,967,988,2260,2022,2530,3171,381
"2443",260141,58,201,245,34,75,79,1045,87,1017,1242,1571,1740,3189,2166
"2444",260142,NA,NA,239,55,61,NA,NA,NA,87,52,834,NA,NA,NA
"2445",260160,NA,NA,233,26,83,NA,NA,NA,27,2665,1053,NA,NA,NA
"2446",260162,NA,NA,NA,22,67,NA,NA,NA,NA,2027,2464,NA,NA,NA
"2447",260163,59,NA,237,12,71,51,1769,NA,1161,975,1782,1478,NA,NA
"2448",260175,36,NA,238,23,103,65,1514,NA,557,348,975,1514,NA,NA
"2449",260176,42,196,250,15,93,71,225,1743,512,440,930,1610,6373,1380
"2450",260177,44,116,241,24,57,56,862,2275,1819,1421,2268,728,392,845
"2451",260179,24,108,226,15,43,33,1740,1032,1559,2530,355,1529,1309,913
"2452",260180,48,190,237,8,59,58,1216,506,1667,2127,1948,1032,235,1903
"2453",260183,71,213,20,47,74,65,1103,697,1784,2013,2585,1674,742,1340
"2454",260186,82,211,12,30,76,53,1302,2007,1441,1072,1636,840,4315,1639
"2455",260190,37,NA,241,46,71,50,2555,NA,267,225,606,2594,NA,NA
"2456",260191,44,NA,236,26,68,55,87,NA,1095,1328,1770,450,5703,1193
"2457",260193,63,NA,237,29,55,66,63,NA,877,498,1416,2497,NA,NA
"2458",260195,52,NA,24,21,135,75,2355,NA,2727,2154,1021,1796,NA,NA
"2459",260200,51,NA,246,38,94,55,1060,NA,792,1693,1972,810,5475,791
"2460",260207,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,2340,NA,NA,NA
"2461",260209,NA,NA,245,NA,60,NA,NA,NA,1610,NA,2154,NA,NA,NA
"2462",260210,NA,NA,243,32,70,NA,NA,NA,1301,1610,164,NA,NA,NA
"2463",260214,NA,NA,238,48,68,NA,NA,NA,2760,2355,176,NA,NA,NA
"2464",260216,52,NA,239,33,47,31,894,NA,1209,2024,2191,744,5475,752
"2465",260219,41,NA,234,27,62,52,2355,NA,164,2623,723,2105,NA,NA
"2466",260227,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,1882,NA,NA,NA
"2467",261301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2468",261302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2469",261303,NA,NA,249,30,78,NA,NA,NA,1959,1514,299,NA,NA,NA
"2470",261305,NA,NA,241,NA,60,NA,NA,NA,1167,NA,2176,NA,NA,NA
"2471",261306,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,1478,NA,NA,NA
"2472",261307,NA,NA,236,34,56,NA,NA,NA,2418,186,277,NA,NA,NA
"2473",261308,NA,NA,228,20,94,NA,NA,NA,63,2432,256,NA,NA,NA
"2474",261309,NA,NA,238,40,67,NA,NA,NA,2209,2555,87,NA,NA,NA
"2475",261310,NA,NA,244,30,52,NA,NA,NA,1959,1670,99,NA,NA,NA
"2476",261311,NA,NA,247,18,44,NA,NA,NA,1796,1796,787,NA,NA,NA
"2477",261312,NA,NA,236,28,70,NA,NA,NA,2154,1514,2543,NA,NA,NA
"2478",261313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2479",261314,NA,NA,243,23,65,NA,NA,NA,1640,1704,2229,NA,NA,NA
"2480",261315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2481",261316,NA,NA,236,NA,84,NA,NA,NA,1301,NA,2568,NA,NA,NA
"2482",261317,NA,NA,242,NA,97,NA,NA,NA,1257,NA,2305,NA,NA,NA
"2483",261318,NA,NA,239,39,44,50,NA,NA,2154,1984,914,1347,NA,NA
"2484",261319,NA,NA,239,18,55,NA,NA,NA,2088,1301,196,NA,NA,NA
"2485",261320,NA,NA,239,39,62,NA,NA,NA,2355,1577,2515,NA,NA,NA
"2486",261321,NA,NA,229,19,59,NA,NA,NA,2288,1934,803,NA,NA,NA
"2487",261322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2488",261323,NA,NA,NA,30,79,NA,NA,NA,NA,1478,2259,NA,NA,NA
"2489",261324,NA,NA,237,31,80,NA,NA,NA,2665,2665,365,NA,NA,NA
"2490",261325,NA,NA,249,33,43,44,NA,NA,1704,2418,775,1769,NA,NA
"2491",261327,NA,NA,235,32,75,NA,NA,NA,2229,2176,2275,NA,NA,NA
"2492",261328,NA,NA,235,25,58,NA,NA,NA,2275,1431,2529,NA,NA,NA
"2493",261329,NA,NA,231,NA,74,NA,NA,NA,1514,NA,2481,NA,NA,NA
"2494",261330,NA,NA,241,38,48,NA,NA,NA,1959,2288,39,NA,NA,NA
"2495",261331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2496",261332,NA,NA,237,NA,78,NA,NA,NA,1743,NA,2131,NA,NA,NA
"2497",261333,NA,NA,244,33,61,NA,NA,NA,2194,2355,423,NA,NA,NA
"2498",261334,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,1347,NA,NA,NA
"2499",261335,NA,NA,228,27,65,NA,NA,NA,1824,1769,462,NA,NA,NA
"2500",261336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2501",261337,NA,NA,228,35,73,NA,NA,NA,2623,2665,153,NA,NA,NA
"2502",261338,NA,NA,232,30,66,NA,NA,NA,2154,1934,471,NA,NA,NA
"2503",261339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2504",263301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2505",263302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2506",263303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2507",263304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2508",270003,48,NA,241,71,75,79,176,NA,780,678,1615,405,4066,1151
"2509",270004,49,206,252,23,59,37,1376,710,1338,1589,1935,1432,1403,804
"2510",270012,73,202,222,26,32,58,958,2650,1400,1265,2093,1198,472,2006
"2511",270014,28,114,249,60,86,94,1286,119,723,1585,1940,1103,325,3040
"2512",270017,33,NA,242,28,65,54,2404,NA,2582,710,1334,2650,5204,2050
"2513",270023,40,NA,235,23,59,62,1743,NA,39,2555,646,2194,3539,905
"2514",270032,NA,NA,18,38,70,NA,NA,NA,2154,1984,196,NA,NA,NA
"2515",270049,39,189,247,36,78,82,1242,440,949,1557,2218,1082,568,1227
"2516",270051,43,116,23,44,81,60,669,2450,606,787,1557,820,7099,999
"2517",270057,42,NA,19,16,59,72,52,NA,119,658,1348,277,4066,1110
"2518",270074,NA,NA,234,NA,86,NA,NA,NA,1514,NA,1854,NA,NA,NA
"2519",270086,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,1215,NA,NA,NA
"2520",270087,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2521",271300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2522",271301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2523",271302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2524",271303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2525",271304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2526",271305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2527",271306,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,1431,NA,NA,NA
"2528",271307,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,1112,NA,NA,NA
"2529",271308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2530",271309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2531",271310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2532",271311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2533",271312,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,2324,NA,NA,NA
"2534",271313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2535",271314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2536",271315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2537",271316,NA,NA,NA,52,66,NA,NA,NA,NA,1391,2650,NA,NA,NA
"2538",271317,NA,NA,251,29,78,72,NA,NA,2007,2355,2418,1514,NA,NA
"2539",271318,NA,NA,NA,24,56,NA,NA,NA,NA,1347,2370,NA,NA,NA
"2540",271319,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,1167,NA,NA,NA
"2541",271320,NA,NA,231,NA,100,47,NA,NA,1514,NA,2464,1257,NA,NA
"2542",271321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2543",271322,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,2063,NA,NA,NA
"2544",271323,NA,NA,240,NA,67,NA,NA,NA,1301,NA,2194,NA,NA,NA
"2545",271324,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,1257,NA,NA,NA
"2546",271325,NA,NA,242,24,68,NA,NA,NA,1854,1577,52,NA,NA,NA
"2547",271326,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,1514,NA,NA,NA
"2548",271327,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,1796,NA,NA,NA
"2549",271328,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,2088,NA,NA,NA
"2550",271329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2551",271330,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,1577,NA,NA,NA
"2552",271331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2553",271332,NA,NA,238,32,90,53,NA,NA,1547,1167,2404,1215,NA,NA
"2554",271333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2555",271334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2556",271335,NA,NA,251,28,78,NA,NA,NA,2194,1257,2305,NA,NA,NA
"2557",271336,NA,NA,237,30,72,69,NA,NA,1743,1257,27,1769,NA,NA
"2558",271337,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,1796,NA,NA,NA
"2559",271338,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,1984,NA,NA,NA
"2560",271339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2561",271340,NA,NA,242,36,86,73,NA,NA,2370,2464,405,2288,NA,NA
"2562",271341,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,1670,NA,NA,NA
"2563",271342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2564",271343,NA,NA,243,56,72,NA,NA,NA,1347,1610,2027,NA,NA,NA
"2565",271344,NA,NA,242,31,42,NA,NA,NA,1547,2105,2749,NA,NA,NA
"2566",271345,NA,NA,243,22,41,46,NA,NA,1640,2131,214,1431,NA,NA
"2567",271346,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,1670,NA,NA,NA
"2568",271347,NA,NA,241,57,134,54,NA,NA,1610,2275,640,1514,NA,NA
"2569",280003,45,109,8,62,73,60,1836,1174,2171,2199,2627,1876,2066,1996
"2570",280009,51,207,245,16,65,50,1025,225,365,1203,1571,816,760,1843
"2571",280013,64,205,244,35,72,54,826,792,1021,1600,1865,1319,3704,1588
"2572",280020,54,NA,234,27,94,58,235,NA,1161,1526,2232,1184,1100,1718
"2573",280023,40,NA,225,14,72,61,385,NA,1404,1313,2240,630,33,1687
"2574",280030,27,197,252,48,81,48,1095,2481,2464,958,308,63,6765,986
"2575",280032,48,NA,251,43,101,48,1824,NA,539,800,1453,539,3981,1188
"2576",280040,51,112,242,42,72,63,877,820,1753,1753,2332,1107,2008,535
"2577",280060,22,114,234,43,69,46,723,357,1295,1484,1876,891,778,925
"2578",280061,72,NA,8,33,83,65,2727,NA,894,683,1453,423,6482,1599
"2579",280065,35,NA,245,51,60,52,357,NA,810,975,1740,27,5204,792
"2580",280077,63,NA,7,67,89,62,2154,NA,1021,766,1228,2194,2837,1211
"2581",280081,52,NA,8,25,98,59,2623,NA,877,521,1213,506,5071,967
"2582",280105,38,NA,242,38,88,NA,2176,NA,214,164,810,NA,NA,NA
"2583",280111,68,NA,243,31,71,47,1431,NA,2678,374,664,1959,NA,NA
"2584",280125,78,199,249,31,82,73,787,2209,205,905,1351,2749,6482,1467
"2585",280127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2586",280128,53,108,NA,25,NA,NA,1072,1545,NA,1032,NA,NA,202,1023
"2587",280129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2588",280130,35,NA,231,45,80,89,385,NA,1021,975,1748,744,5593,1291
"2589",280131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2590",280132,63,NA,255,40,128,74,267,NA,374,640,1095,2636,2945,1221
"2591",280133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2592",280134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2593",281300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2594",281301,NA,NA,NA,NA,82,NA,NA,NA,NA,NA,1824,NA,NA,NA
"2595",281302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2596",281303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2597",281304,NA,NA,250,NA,72,NA,NA,NA,1796,NA,2229,NA,NA,NA
"2598",281305,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,1391,NA,NA,NA
"2599",281306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2600",281307,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,2340,NA,NA,NA
"2601",281308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2602",281309,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,1301,NA,NA,NA
"2603",281310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2604",281311,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,1347,NA,NA,NA
"2605",281312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2606",281313,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,1934,NA,NA,NA
"2607",281314,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,1640,NA,NA,NA
"2608",281315,NA,NA,239,27,73,NA,NA,NA,1478,1905,2650,NA,NA,NA
"2609",281316,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,1514,NA,NA,NA
"2610",281318,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,1391,NA,NA,NA
"2611",281319,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,2154,NA,NA,NA
"2612",281320,NA,NA,NA,NA,79,NA,NA,NA,NA,NA,2418,NA,NA,NA
"2613",281321,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,1854,NA,NA,NA
"2614",281322,NA,NA,NA,47,90,44,NA,NA,NA,2088,2515,1112,NA,NA
"2615",281323,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,1167,NA,NA,NA
"2616",281324,NA,NA,250,NA,96,NA,NA,NA,1215,NA,2229,NA,NA,NA
"2617",281325,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,1478,NA,NA,NA
"2618",281326,NA,NA,233,NA,120,NA,NA,NA,1112,NA,2464,NA,NA,NA
"2619",281327,NA,NA,NA,43,71,NA,NA,NA,NA,1167,1640,NA,NA,NA
"2620",281328,NA,NA,236,NA,79,NA,NA,NA,1959,NA,338,NA,NA,NA
"2621",281329,NA,NA,237,46,65,NA,NA,NA,1640,1391,130,NA,NA,NA
"2622",281330,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2623",281331,NA,NA,NA,NA,73,NA,NA,NA,NA,NA,2355,NA,NA,NA
"2624",281332,NA,NA,NA,51,90,NA,NA,NA,NA,1640,2229,NA,NA,NA
"2625",281333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2626",281334,NA,NA,236,29,59,34,NA,NA,2387,1854,865,1640,NA,NA
"2627",281335,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,2275,NA,NA,NA
"2628",281336,NA,NA,247,57,96,52,NA,NA,1882,2154,2738,1882,NA,NA
"2629",281338,NA,NA,236,25,60,NA,NA,NA,1610,1431,2582,NA,NA,NA
"2630",281339,NA,NA,238,32,54,51,NA,NA,1257,1391,164,1301,NA,NA
"2631",281340,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,1959,NA,NA,NA
"2632",281341,NA,NA,242,47,55,NA,NA,NA,1431,1215,2515,NA,NA,NA
"2633",281342,NA,NA,NA,NA,96,NA,NA,NA,NA,NA,2154,NA,NA,NA
"2634",281343,NA,NA,238,NA,62,NA,NA,NA,1431,NA,1257,NA,NA,NA
"2635",281344,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,2340,NA,NA,NA
"2636",281345,NA,NA,NA,21,92,NA,NA,NA,NA,1347,2340,NA,NA,NA
"2637",281346,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,1882,NA,NA,NA
"2638",281347,NA,NA,NA,NA,93,NA,NA,NA,NA,NA,1670,NA,NA,NA
"2639",281348,NA,NA,232,36,33,NA,NA,NA,1167,1670,186,NA,NA,NA
"2640",281349,NA,NA,243,23,49,NA,NA,NA,1112,1301,2760,NA,NA,NA
"2641",281350,NA,NA,NA,17,54,NA,NA,NA,NA,1301,2259,NA,NA,NA
"2642",281351,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,1431,NA,NA,NA
"2643",281352,NA,NA,250,46,58,NA,NA,NA,2246,1959,2176,NA,NA,NA
"2644",281353,NA,NA,NA,52,63,NA,NA,NA,NA,1257,119,NA,NA,NA
"2645",281354,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,2275,NA,NA,NA
"2646",281355,NA,NA,255,47,55,NA,NA,NA,1514,1610,2275,NA,NA,NA
"2647",281356,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,2450,NA,NA,NA
"2648",281357,NA,NA,234,18,91,NA,NA,NA,2154,1959,2636,NA,NA,NA
"2649",281358,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,2131,NA,NA,NA
"2650",281359,NA,NA,NA,43,53,NA,NA,NA,NA,1478,2543,NA,NA,NA
"2651",281360,NA,NA,239,26,54,NA,NA,NA,2007,2154,130,NA,NA,NA
"2652",281361,NA,NA,233,44,72,NA,NA,NA,1167,1257,2497,NA,NA,NA
"2653",281362,NA,NA,238,39,86,69,NA,NA,1577,1905,759,1112,NA,NA
"2654",281363,NA,NA,253,47,62,NA,NA,NA,1112,2543,385,NA,NA,NA
"2655",281364,NA,NA,227,33,81,60,NA,NA,2355,2105,521,1301,NA,NA
"2656",281365,NA,NA,242,30,70,NA,NA,NA,2246,1704,471,NA,NA,NA
"2657",283300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2658",283301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2659",290001,64,194,10,70,97,121,2005,530,2002,1982,42,2155,3469,2056
"2660",290002,NA,NA,NA,NA,95,NA,NA,NA,NA,NA,1391,NA,NA,NA
"2661",290003,59,200,9,20,104,78,1302,834,1705,1753,2006,1409,2859,2145
"2662",290005,59,NA,234,256,50,47,2088,NA,630,471,462,1215,NA,NA
"2663",290006,NA,NA,231,50,57,NA,NA,NA,348,2355,840,NA,NA,NA
"2664",290007,54,207,240,32,79,82,2194,1984,119,348,488,2594,7022,2070
"2665",290008,52,NA,240,37,64,60,1743,NA,299,2701,1151,1670,NA,NA
"2666",290009,40,197,238,10,70,85,1045,2246,949,1392,2014,826,268,877
"2667",290012,54,NA,18,56,141,27,2370,NA,728,530,1128,2678,3713,884
"2668",290019,41,203,236,33,84,56,1649,2305,1759,1728,2583,1265,675,1149
"2669",290021,67,199,12,26,104,62,658,1640,958,877,1225,1066,173,1854
"2670",290022,96,200,257,37,120,73,877,2404,1124,955,1251,288,6535,1405
"2671",290032,54,NA,236,43,95,54,2760,NA,374,2288,652,2387,3437,830
"2672",290039,40,113,246,26,77,41,1453,308,2090,1993,2553,1258,1491,1509
"2673",290041,50,204,226,256,54,52,857,2288,1322,1515,1773,717,325,618
"2674",290042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2675",290045,59,202,255,66,127,135,1198,245,1298,1684,1883,1145,1546,895
"2676",290046,62,193,248,21,68,57,640,2275,710,622,1151,440,472,1957
"2677",290047,69,NA,235,8,46,44,2387,NA,566,423,1362,2568,4776,1479
"2678",290049,NA,NA,247,28,54,NA,NA,NA,2749,2678,865,NA,NA,NA
"2679",290053,57,204,15,18,71,67,2418,2246,548,582,1233,2275,5539,1085
"2680",290054,58,NA,231,16,72,56,235,NA,703,652,591,2701,4471,1012
"2681",290056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2682",291300,NA,NA,240,20,75,NA,NA,NA,1301,1167,2370,NA,NA,NA
"2683",291301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2684",291302,NA,NA,237,49,62,NA,NA,NA,1347,1301,1854,NA,NA,NA
"2685",291303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2686",291304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2687",291306,NA,NA,249,31,72,NA,NA,NA,2088,1934,557,NA,NA,NA
"2688",291307,NA,NA,241,50,55,NA,NA,NA,2324,1934,2355,NA,NA,NA
"2689",291308,NA,NA,242,NA,61,NA,NA,NA,2088,NA,1577,NA,NA,NA
"2690",291309,NA,NA,250,42,130,NA,NA,NA,1704,1824,2105,NA,NA,NA
"2691",291311,50,NA,226,28,36,NA,1934,NA,196,1854,2738,NA,NA,NA
"2692",291312,NA,NA,238,NA,80,NA,NA,NA,1167,NA,1301,NA,NA,NA
"2693",300001,52,190,231,51,39,60,1453,108,1797,2196,2478,1242,1,1261
"2694",300003,23,193,222,32,61,62,2550,988,925,1927,1797,1829,4039,1820
"2695",300005,50,NA,243,37,59,63,2404,NA,935,1192,1460,385,3342,1530
"2696",300011,39,NA,218,17,54,35,792,NA,1072,1674,1790,775,4143,1001
"2697",300012,39,NA,232,26,71,25,792,NA,1654,1846,2256,980,7217,885
"2698",300014,66,NA,238,34,58,46,1984,NA,1075,914,1313,2738,NA,NA
"2699",300017,69,NA,231,17,88,48,186,NA,1179,1082,1571,87,3142,632
"2700",300018,47,NA,232,19,68,97,852,NA,1421,1523,2003,365,4315,1611
"2701",300019,57,NA,246,16,68,73,2481,NA,750,1005,1651,205,NA,NA
"2702",300020,31,NA,239,14,60,41,658,NA,1151,1562,2005,462,4852,1594
"2703",300023,39,NA,224,27,43,59,871,NA,1319,1564,1836,557,5204,1609
"2704",300029,64,192,241,13,66,46,1139,1036,877,1479,1238,512,7059,1831
"2705",300034,26,114,220,256,59,41,2022,1316,1798,2294,2273,955,742,1098
"2706",301300,NA,NA,237,35,94,NA,NA,NA,1934,1854,1704,NA,NA,NA
"2707",301301,NA,NA,229,31,49,NA,NA,NA,2007,1112,2370,NA,NA,NA
"2708",301302,NA,NA,18,86,95,74,NA,NA,2088,2194,2738,1514,NA,NA
"2709",301303,50,NA,240,34,75,NA,2450,NA,2229,2355,2727,NA,NA,NA
"2710",301304,60,NA,234,46,57,NA,1577,NA,2209,2450,318,NA,NA,NA
"2711",301305,NA,NA,236,35,57,NA,NA,NA,1215,1112,2176,NA,NA,NA
"2712",301306,NA,NA,241,35,86,94,NA,NA,2543,1959,196,1478,NA,NA
"2713",301307,50,NA,241,52,56,55,1882,NA,27,2665,710,1610,NA,NA
"2714",301308,NA,NA,244,18,80,NA,NA,NA,2131,2194,308,NA,NA,NA
"2715",301309,41,NA,236,44,65,56,1301,NA,2749,225,759,1959,NA,NA
"2716",301310,50,NA,241,32,87,61,1112,NA,1,2515,214,1478,NA,NA
"2717",301311,NA,NA,242,17,42,74,NA,NA,2650,2418,374,1610,NA,NA
"2718",301312,53,NA,18,19,80,62,1215,NA,2481,2464,582,1577,NA,NA
"2719",310001,23,5,233,21,51,28,2203,1221,2256,210,387,2287,3686,859
"2720",310002,42,200,234,9,57,50,955,119,1082,2032,1319,750,7059,2016
"2721",310003,48,NA,226,18,57,58,744,NA,1562,1615,2094,318,4471,1693
"2722",310005,53,NA,245,18,48,48,1174,NA,1421,1512,1982,909,4066,1985
"2723",310006,56,113,244,32,69,51,2582,1824,1053,2196,2180,506,4550,1109
"2724",310008,41,NA,215,244,42,33,1506,NA,2136,2407,157,1552,900,532
"2725",310009,46,NA,242,17,58,31,1552,NA,1889,2273,2006,942,6002,1388
"2726",310010,46,NA,10,27,68,44,894,NA,1388,2170,2216,1473,5881,2113
"2727",310011,40,NA,238,27,42,54,697,NA,1711,1807,2256,1128,4143,1466
"2728",310012,48,111,232,17,56,35,2399,958,2575,576,691,2330,2113,1336
"2729",310014,65,190,233,16,94,36,1322,480,803,1797,1247,810,2485,2064
"2730",310015,16,2,248,14,32,50,2535,2504,2034,373,511,2226,4977,631
"2731",310016,48,NA,242,15,73,37,582,NA,930,1277,1283,2529,3342,1146
"2732",310017,39,NA,255,25,44,37,1548,NA,2116,2199,2646,1432,7139,2081
"2733",310019,62,190,237,35,59,37,1819,683,2165,2689,67,1873,1271,2017
"2734",310021,69,197,233,29,136,44,277,2450,2497,512,225,1478,4066,1109
"2735",310022,44,NA,238,15,59,42,2281,NA,175,286,698,2098,1592,1194
"2736",310024,57,NA,242,42,70,60,766,NA,1213,2054,1891,775,4925,1770
"2737",310025,45,NA,224,36,65,42,1247,NA,1103,1534,1380,318,5475,1130
