"","Provider.ID","MORT_30_AMI_denominator","MORT_30_CABG_denominator","MORT_30_COPD_denominator","MORT_30_HF_denominator","MORT_30_PN_denominator","MORT_30_STK_denominator","MORT_30_AMI_score","MORT_30_CABG_score","MORT_30_COPD_score","MORT_30_HF_score","MORT_30_PN_score","MORT_30_STK_score","PSI_4_SURG_COMP_denominator","PSI_4_SURG_COMP_score"
"1470",161316,NA,NA,NA,47,72,NA,NA,NA,NA,1514,2464,NA,NA,NA
"1471",161317,NA,NA,NA,23,49,NA,NA,NA,NA,1215,2288,NA,NA,NA
"1472",161318,NA,NA,255,27,81,68,NA,NA,1796,1670,440,1391,NA,NA
"1473",161319,NA,NA,237,NA,NA,NA,NA,NA,1167,NA,NA,NA,NA,NA
"1474",161320,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,2154,NA,NA,NA
"1475",161321,NA,NA,NA,32,52,NA,NA,NA,NA,1215,1743,NA,NA,NA
"1476",161322,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,2154,NA,NA,NA
"1477",161323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478",161324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1479",161325,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,2046,NA,NA,NA
"1480",161326,NA,NA,NA,57,122,NA,NA,NA,NA,1796,365,NA,NA,NA
"1481",161327,NA,NA,NA,19,101,NA,NA,NA,NA,1640,2259,NA,NA,NA
"1482",161328,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,2275,NA,NA,NA
"1483",161329,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,1854,NA,NA,NA
"1484",161330,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,1670,NA,NA,NA
"1485",161331,NA,NA,244,28,67,NA,NA,NA,1347,1167,2568,NA,NA,NA
"1486",161332,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,1704,NA,NA,NA
"1487",161333,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,2007,NA,NA,NA
"1488",161334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489",161335,NA,NA,NA,33,72,NA,NA,NA,NA,1112,2555,NA,NA,NA
"1490",161336,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,2105,NA,NA,NA
"1491",161337,NA,NA,240,NA,60,NA,NA,NA,1215,NA,2568,NA,NA,NA
"1492",161338,NA,NA,239,35,101,NA,NA,NA,1743,1301,1934,NA,NA,NA
"1493",161339,NA,NA,238,47,49,NA,NA,NA,1577,1670,405,NA,NA,NA
"1494",161340,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1905,NA,NA,NA
"1495",161341,NA,NA,242,35,69,NA,NA,NA,1347,1215,2738,NA,NA,NA
"1496",161342,NA,NA,240,NA,138,NA,NA,NA,1796,NA,1984,NA,NA,NA
"1497",161343,NA,NA,241,27,66,NA,NA,NA,1984,2275,683,NA,NA,NA
"1498",161344,NA,NA,250,29,69,NA,NA,NA,1431,2176,385,NA,NA,NA
"1499",161345,NA,NA,233,34,77,NA,NA,NA,1514,1854,1984,NA,NA,NA
"1500",161346,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,2450,NA,NA,NA
"1501",161347,NA,NA,253,34,76,93,NA,NA,2515,2582,52,1610,NA,NA
"1502",161348,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,2387,NA,NA,NA
"1503",161349,NA,NA,244,30,50,NA,NA,NA,1670,1431,2515,NA,NA,NA
"1504",161350,NA,NA,251,41,55,NA,NA,NA,1577,1769,186,NA,NA,NA
"1505",161351,51,NA,243,42,52,58,1257,NA,1610,2515,488,1514,NA,NA
"1506",161352,NA,NA,246,26,46,NA,NA,NA,1959,2714,235,NA,NA,NA
"1507",161353,NA,NA,234,70,95,68,NA,NA,1743,1769,196,1167,NA,NA
"1508",161354,NA,NA,NA,20,65,NA,NA,NA,NA,1854,591,NA,NA,NA
"1509",161355,NA,NA,241,29,NA,NA,NA,NA,2063,1670,NA,NA,NA,NA
"1510",161356,NA,NA,254,46,74,NA,NA,NA,1112,1167,299,NA,NA,NA
"1511",161357,NA,NA,235,22,59,NA,NA,NA,1347,1167,63,NA,NA,NA
"1512",161358,NA,NA,237,27,46,NA,NA,NA,1547,1743,2714,NA,NA,NA
"1513",161359,NA,NA,239,70,75,69,NA,NA,1854,2623,871,1257,NA,NA
"1514",161360,NA,NA,251,38,60,NA,NA,NA,1577,1743,395,NA,NA,NA
"1515",161361,NA,NA,234,12,71,NA,NA,NA,1934,225,521,NA,NA,NA
"1516",161362,NA,NA,239,46,87,NA,NA,NA,2246,2007,840,NA,NA,NA
"1517",161363,62,NA,249,19,77,66,1215,NA,2543,2481,717,1478,NA,NA
"1518",161364,NA,NA,240,44,62,NA,NA,NA,2432,2131,862,NA,NA,NA
"1519",161365,NA,NA,NA,37,73,NA,NA,NA,NA,1610,2305,NA,NA,NA
"1520",161366,NA,NA,235,51,56,NA,NA,NA,1547,1514,2543,NA,NA,NA
"1521",161367,NA,NA,239,30,52,72,NA,NA,2063,2305,703,1257,NA,NA
"1522",161368,NA,NA,9,45,42,NA,NA,NA,1824,2209,318,NA,NA,NA
"1523",161369,NA,NA,NA,32,93,88,NA,NA,NA,2027,2760,1391,NA,NA
"1524",161370,NA,NA,244,38,72,NA,NA,NA,2105,2027,582,NA,NA,NA
"1525",161371,40,NA,254,44,64,69,1640,NA,2176,2229,575,1854,NA,NA
"1526",161372,NA,NA,250,55,71,80,NA,NA,2690,2714,1021,1743,NA,NA
"1527",161373,NA,NA,243,39,69,NA,NA,NA,1391,1743,2209,NA,NA,NA
"1528",161374,NA,NA,250,40,54,66,NA,NA,2131,2594,862,1257,NA,NA
"1529",161375,NA,NA,242,46,75,62,NA,NA,1824,2007,2760,1215,NA,NA
"1530",161376,NA,NA,251,70,85,NA,NA,NA,1478,1640,225,NA,NA,NA
"1531",161377,NA,NA,237,36,71,NA,NA,NA,2404,1934,2555,NA,NA,NA
"1532",161378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1533",161379,NA,NA,242,37,101,85,NA,NA,2063,2194,871,1796,NA,NA
"1534",161380,NA,NA,248,29,60,NA,NA,NA,1824,2481,488,NA,NA,NA
"1535",161381,NA,NA,239,57,79,NA,NA,NA,1347,2105,365,NA,NA,NA
"1536",170006,51,NA,8,32,84,75,108,NA,308,488,1404,2288,4392,1166
"1537",170009,NA,NA,231,23,43,NA,NA,NA,2636,2246,108,NA,NA,NA
"1538",170012,46,200,252,28,43,67,862,2690,1066,575,1916,703,1036,1873
"1539",170013,34,203,241,33,88,45,1124,2650,640,1400,1526,480,7405,1941
"1540",170014,NA,NA,234,33,69,58,NA,NA,2650,2497,1005,1257,NA,NA
"1541",170016,56,196,254,54,70,65,1021,2606,1213,1548,1948,891,297,1884
"1542",170017,NA,NA,18,28,138,46,NA,NA,2714,2209,834,2027,NA,NA
"1543",170020,66,214,237,52,144,76,967,75,1737,1168,2585,690,65,1327
"1544",170023,31,NA,256,43,78,NA,1984,NA,2370,2701,548,NA,NA,NA
"1545",170027,NA,NA,244,33,68,61,NA,NA,1670,2515,683,1670,3894,950
"1546",170039,NA,NA,NA,NA,121,NA,NA,NA,NA,NA,2594,NA,NA,NA
"1547",170040,39,111,225,10,59,73,717,942,710,1855,1649,1302,4385,321
"1548",170049,52,201,249,24,120,77,894,2105,1242,1608,1784,865,7182,634
"1549",170058,NA,NA,248,42,129,64,NA,NA,2714,2340,780,1167,NA,NA
"1550",170068,NA,NA,228,18,97,63,NA,NA,2246,2529,2727,1215,NA,NA
"1551",170074,NA,NA,241,39,147,73,NA,NA,2063,1905,395,1905,NA,NA
"1552",170075,NA,NA,NA,21,69,NA,NA,NA,NA,1743,2305,NA,NA,NA
"1553",170086,40,193,246,33,64,68,1562,575,2348,2377,2763,2058,1834,1216
"1554",170094,NA,NA,234,24,56,NA,NA,NA,2046,2515,710,NA,NA,NA
"1555",170103,48,NA,226,14,49,38,2209,NA,196,277,1564,2131,4143,1536
"1556",170104,71,188,233,25,51,54,723,2665,1512,2221,2562,1404,615,345
"1557",170105,NA,NA,243,36,66,66,NA,NA,1824,2275,816,1391,NA,NA
"1558",170109,NA,NA,239,31,48,NA,NA,NA,1610,1905,2259,NA,NA,NA
"1559",170110,NA,NA,NA,NA,98,NA,NA,NA,NA,NA,1704,NA,NA,NA
"1560",170120,NA,NA,233,51,50,60,NA,NA,2738,2606,826,2063,NA,NA
"1561",170122,58,115,238,32,80,63,2173,865,1899,2682,552,2506,2679,1411
"1562",170123,43,197,236,32,60,58,2210,1000,1371,2333,2446,2094,2251,2094
"1563",170133,NA,NA,228,23,67,NA,NA,NA,2355,2088,2497,NA,NA,NA
"1564",170137,42,NA,13,60,89,46,245,NA,800,967,2002,737,3981,980
"1565",170142,38,NA,32,30,100,60,598,NA,164,423,1503,14,3981,2077
"1566",170145,NA,NA,232,36,66,49,NA,NA,348,267,1322,2275,NA,NA
"1567",170146,58,197,226,25,46,29,678,1347,1063,1411,1633,395,4624,612
"1568",170150,NA,NA,246,35,144,46,NA,NA,1959,1478,413,1431,NA,NA
"1569",170166,NA,NA,244,33,83,NA,NA,NA,1347,1882,2515,NA,NA,NA
"1570",170175,51,NA,244,37,71,83,2007,NA,2678,119,955,1905,NA,NA
"1571",170176,57,NA,227,21,49,70,2481,NA,357,780,1238,225,5881,1913
"1572",170182,58,116,232,37,96,55,2209,1391,2690,800,1322,225,5881,779
"1573",170183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2945,970
"1574",170185,22,NA,7,28,24,53,141,NA,2606,1251,1445,2650,NA,NA
"1575",170186,24,111,NA,10,NA,NA,1272,1338,NA,1086,NA,NA,3981,1905
"1576",170187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1577",170188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578",170190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579",170191,NA,NA,19,48,103,NA,NA,NA,2088,1743,338,NA,NA,NA
"1580",170194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581",170196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3342,1202
"1582",170197,32,113,241,30,51,NA,1103,431,1769,810,348,NA,4392,1556
"1583",170198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584",170199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585",170200,NA,NA,234,31,52,48,NA,NA,2606,2515,1086,1514,NA,NA
"1586",170201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587",170203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588",171300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589",171301,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,1347,NA,NA,NA
"1590",171302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591",171303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1592",171304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1593",171306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594",171307,NA,NA,NA,NA,91,NA,NA,NA,NA,NA,1796,NA,NA,NA
"1595",171308,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,1514,NA,NA,NA
"1596",171309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597",171310,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,2131,NA,NA,NA
"1598",171311,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,2007,NA,NA,NA
"1599",171312,NA,NA,NA,NA,104,NA,NA,NA,NA,NA,1547,NA,NA,NA
"1600",171313,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,1959,NA,NA,NA
"1601",171314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602",171315,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,2387,NA,NA,NA
"1603",171316,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,2027,NA,NA,NA
"1604",171317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1605",171318,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,2027,NA,NA,NA
"1606",171319,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,2370,NA,NA,NA
"1607",171320,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608",171321,NA,NA,NA,22,47,NA,NA,NA,NA,1514,2246,NA,NA,NA
"1609",171322,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,1112,NA,NA,NA
"1610",171323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611",171324,NA,NA,NA,NA,80,NA,NA,NA,NA,NA,1984,NA,NA,NA
"1612",171325,NA,NA,243,20,71,NA,NA,NA,1514,1391,2355,NA,NA,NA
"1613",171326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1614",171327,NA,NA,240,31,72,68,NA,NA,2515,2305,374,1257,NA,NA
"1615",171328,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,1959,NA,NA,NA
"1616",171329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1617",171330,NA,NA,241,36,95,NA,NA,NA,1112,1112,2464,NA,NA,NA
"1618",171331,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,1257,NA,NA,NA
"1619",171332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620",171333,NA,NA,233,NA,58,NA,NA,NA,1301,NA,2714,NA,NA,NA
"1621",171334,NA,NA,254,NA,45,NA,NA,NA,1577,NA,2678,NA,NA,NA
"1622",171335,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,2105,NA,NA,NA
"1623",171336,NA,NA,NA,32,64,NA,NA,NA,NA,1112,2154,NA,NA,NA
"1624",171337,NA,NA,240,NA,82,NA,NA,NA,1215,NA,1905,NA,NA,NA
"1625",171338,NA,NA,NA,NA,83,NA,NA,NA,NA,NA,1670,NA,NA,NA
"1626",171339,NA,NA,236,23,65,NA,NA,NA,1547,1796,119,NA,NA,NA
"1627",171340,NA,NA,NA,26,30,NA,NA,NA,NA,1547,2760,NA,NA,NA
"1628",171341,NA,NA,249,21,130,NA,NA,NA,2288,2340,186,NA,NA,NA
"1629",171342,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,1640,NA,NA,NA
"1630",171343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631",171344,NA,NA,247,NA,104,NA,NA,NA,1215,NA,1670,NA,NA,NA
"1632",171345,NA,NA,240,NA,68,NA,NA,NA,1391,NA,2154,NA,NA,NA
"1633",171346,NA,NA,NA,39,57,NA,NA,NA,NA,1301,1670,NA,NA,NA
"1634",171347,NA,NA,NA,NA,85,NA,NA,NA,NA,NA,2027,NA,NA,NA
"1635",171348,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,1112,NA,NA,NA
"1636",171349,NA,NA,234,40,70,47,NA,NA,1478,2105,186,1167,NA,NA
"1637",171350,NA,NA,255,NA,82,NA,NA,NA,1769,NA,2464,NA,NA,NA
"1638",171351,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,2194,NA,NA,NA
"1639",171352,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,1959,NA,NA,NA
"1640",171353,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,2229,NA,NA,NA
"1641",171354,NA,NA,239,36,66,NA,NA,NA,1478,1704,405,NA,NA,NA
"1642",171355,NA,NA,236,23,46,NA,NA,NA,2088,1796,775,NA,NA,NA
"1643",171356,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,1301,NA,NA,NA
"1644",171357,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,1478,NA,NA,NA
"1645",171358,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,2432,NA,NA,NA
"1646",171359,NA,NA,244,29,53,NA,NA,NA,1112,1167,1769,NA,NA,NA
"1647",171360,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,2176,NA,NA,NA
"1648",171361,NA,NA,239,28,92,NA,NA,NA,1431,1769,630,NA,NA,NA
"1649",171362,NA,NA,238,41,76,NA,NA,NA,1743,1882,2582,NA,NA,NA
"1650",171363,NA,NA,231,34,65,NA,NA,NA,2046,2154,2568,NA,NA,NA
"1651",171364,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,1743,NA,NA,NA
"1652",171365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653",171366,NA,NA,245,26,90,NA,NA,NA,1391,1577,2370,NA,NA,NA
"1654",171367,NA,NA,240,23,48,NA,NA,NA,1257,1610,357,NA,NA,NA
"1655",171368,NA,NA,NA,36,68,NA,NA,NA,NA,1431,2387,NA,NA,NA
"1656",171369,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,1391,NA,NA,NA
"1657",171370,NA,NA,231,26,58,NA,NA,NA,1984,1257,2355,NA,NA,NA
"1658",171371,NA,NA,235,28,76,NA,NA,NA,1796,1905,622,NA,NA,NA
"1659",171372,NA,NA,240,38,70,NA,NA,NA,2063,1854,2305,NA,NA,NA
"1660",171373,NA,NA,250,68,134,NA,NA,NA,1610,1905,39,NA,NA,NA
"1661",171374,NA,NA,237,26,52,NA,NA,NA,1743,1391,2738,NA,NA,NA
"1662",171375,NA,NA,237,26,79,58,NA,NA,2288,2678,1036,2154,NA,NA
"1663",171376,NA,NA,238,33,70,NA,NA,NA,1577,1704,2497,NA,NA,NA
"1664",171377,NA,NA,NA,17,46,NA,NA,NA,NA,1478,2760,NA,NA,NA
"1665",171378,NA,NA,230,NA,57,NA,NA,NA,1704,NA,196,NA,NA,NA
"1666",171379,NA,NA,240,35,61,NA,NA,NA,1670,2046,2275,NA,NA,NA
"1667",171380,NA,NA,226,36,91,37,NA,NA,225,63,1526,1769,NA,NA
"1668",171381,NA,NA,238,51,93,82,NA,NA,1905,2176,318,1478,NA,NA
"1669",171382,NA,NA,233,32,56,NA,NA,NA,1984,2063,225,NA,NA,NA
"1670",171383,NA,NA,249,50,98,58,NA,NA,1257,1640,539,1112,NA,NA
"1671",171384,49,NA,239,41,66,70,2404,NA,395,365,1017,2324,NA,NA
"1672",173300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673",180001,58,NA,225,19,70,62,2555,NA,1424,1322,1671,214,4143,917
"1674",180002,50,NA,232,14,58,44,1301,NA,1484,787,1545,2229,NA,NA
"1675",180004,NA,NA,244,39,68,NA,NA,NA,744,2481,1086,NA,NA,NA
"1676",180005,48,NA,231,21,62,46,2275,NA,1376,566,1448,1882,NA,NA
"1677",180009,51,116,234,17,71,64,1930,606,2717,2341,90,1277,1718,830
"1678",180010,49,190,244,38,77,45,1585,1265,1416,2301,2751,1563,3026,499
"1679",180011,40,NA,241,19,38,42,1233,NA,1385,1545,1585,2450,5760,1689
"1680",180012,54,NA,240,24,67,46,1345,NA,2446,2446,140,1494,65,547
"1681",180013,36,108,13,14,71,62,2407,1238,2334,2191,2488,1842,568,2094
"1682",180016,63,NA,231,42,79,NA,1167,NA,288,52,780,NA,NA,NA
"1683",180017,38,NA,252,37,84,56,1093,NA,1251,1316,2051,1984,5644,1886
"1684",180018,45,NA,228,41,77,39,299,NA,787,909,1671,2046,3981,1264
"1685",180019,41,NA,238,34,119,84,318,NA,703,277,967,2027,3239,531
"1686",180020,76,NA,239,43,70,41,1391,NA,652,669,1025,1854,NA,NA
"1687",180021,NA,NA,223,8,33,47,NA,NA,640,652,955,1167,NA,NA
"1688",180024,NA,NA,242,33,95,NA,NA,NA,2678,2690,1107,NA,NA,NA
"1689",180025,47,NA,235,10,92,NA,1769,NA,99,288,1228,NA,3142,1337
"1690",180027,56,NA,237,49,106,90,1769,NA,697,697,1800,267,NA,NA
"1691",180029,84,NA,232,26,77,25,865,NA,2295,1272,2019,2690,132,1176
"1692",180035,16,110,236,15,46,78,1737,557,2276,2687,2637,1506,2321,895
"1693",180036,47,NA,220,29,73,40,288,NA,958,1509,2145,2738,4699,1484
"1694",180038,49,114,233,22,78,70,1825,646,2055,2354,2695,1825,742,1836
"1695",180040,30,190,237,15,82,46,2319,1240,2495,48,311,1899,3488,2134
"1696",180043,46,NA,220,19,32,NA,1547,NA,803,365,1473,NA,NA,NA
"1697",180044,45,200,235,28,76,63,1328,2543,1757,1825,2373,1040,2101,507
"1698",180045,31,NA,235,13,67,48,63,NA,1435,1441,1427,338,4550,1359
"1699",180046,NA,NA,246,43,89,NA,NA,NA,2131,1347,2678,NA,NA,NA
"1700",180048,41,NA,242,44,66,51,847,NA,1277,1564,2262,1,7368,742
"1701",180049,44,NA,249,25,104,NA,2370,NA,891,1,1395,NA,3713,526
"1702",180050,70,NA,233,39,89,52,1769,NA,1809,865,1518,1514,NA,NA
"1703",180051,50,NA,255,18,103,52,1824,NA,1680,176,1903,395,3981,1394
"1704",180053,NA,NA,237,46,73,46,NA,NA,2623,2481,1066,2007,NA,NA
"1705",180056,70,NA,238,26,64,66,1704,NA,1240,967,1448,2749,NA,NA
"1706",180064,NA,NA,237,30,82,74,NA,NA,385,2340,1174,1215,NA,NA
"1707",180066,40,NA,236,257,59,NA,1610,NA,1060,2555,1036,NA,NA,NA
"1708",180067,56,111,242,26,92,53,935,176,506,1286,1494,2365,4551,1606
"1709",180069,NA,NA,229,15,66,NA,NA,NA,1424,176,877,NA,NA,NA
"1710",180070,NA,NA,226,20,51,43,NA,NA,710,205,1600,2305,NA,NA
"1711",180078,48,NA,230,22,70,58,1547,NA,787,2340,1240,1257,NA,NA
"1712",180079,50,NA,7,47,94,NA,1547,NA,2555,2131,1380,NA,NA,NA
"1713",180080,51,NA,229,20,86,58,2636,NA,1564,1184,2245,2324,5703,514
"1714",180087,48,NA,242,12,49,NA,2063,NA,728,130,1316,NA,NA,NA
"1715",180088,40,199,237,12,74,51,2768,1251,238,632,1019,2699,5161,1597
"1716",180092,35,NA,255,45,40,65,2288,NA,374,2481,942,1347,NA,NA
"1717",180093,41,116,254,55,120,95,1380,2432,1258,1258,2108,2665,6002,1103
"1718",180095,NA,NA,241,37,96,57,NA,NA,2450,2432,728,1215,NA,NA
"1719",180101,NA,NA,240,26,89,52,NA,NA,99,2481,256,1112,NA,NA
"1720",180102,63,228,242,58,73,71,1103,413,1641,1880,2072,995,6719,1371
"1721",180103,70,113,247,35,49,56,1697,1075,1404,1982,2235,2072,1309,1788
"1722",180104,59,115,23,56,72,77,1711,267,1978,2002,2336,1737,132,1869
"1723",180105,NA,NA,236,34,76,65,NA,NA,820,299,900,2046,NA,NA
"1724",180106,NA,NA,248,69,124,NA,NA,NA,2623,2324,471,NA,NA,NA
"1725",180115,NA,NA,246,37,68,58,NA,NA,385,2088,299,1167,NA,NA
"1726",180116,55,NA,235,20,52,50,2305,NA,1290,800,1921,2154,NA,NA
"1727",180124,48,NA,230,22,100,29,2229,NA,857,652,988,205,3796,1545
"1728",180127,51,NA,255,25,132,69,2324,NA,1075,1012,1063,1670,NA,NA
"1729",180128,NA,NA,227,25,85,NA,NA,NA,967,288,909,NA,NA,NA
"1730",180130,38,195,251,33,75,56,1889,678,2552,322,874,2449,3574,926
"1731",180132,72,201,250,71,121,69,1460,1854,2028,1880,2586,1099,760,1992
"1732",180138,NA,NA,242,22,65,65,NA,NA,75,245,606,1547,NA,NA
"1733",180139,NA,NA,254,41,118,NA,NA,NA,1099,2727,539,NA,NA,NA
"1734",180141,55,NA,242,40,73,92,2194,NA,2246,2594,1,2189,1899,2115
"1735",180143,58,NA,248,21,59,44,2481,NA,521,591,1380,1854,5703,770
"1736",180149,NA,NA,235,49,96,NA,NA,NA,2131,2046,431,NA,NA,NA
"1737",180153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738",181301,NA,NA,234,21,61,61,NA,NA,108,1934,737,1547,NA,NA
"1739",181302,NA,NA,246,NA,82,NA,NA,NA,1478,NA,164,NA,NA,NA
"1740",181304,NA,NA,238,NA,69,NA,NA,NA,1743,NA,1934,NA,NA,NA
"1741",181305,NA,NA,229,22,77,NA,NA,NA,14,1112,1882,NA,NA,NA
"1742",181306,NA,NA,235,24,63,NA,NA,NA,2176,1347,2582,NA,NA,NA
"1743",181307,NA,NA,234,31,51,NA,NA,NA,1882,1431,186,NA,NA,NA
"1744",181308,NA,NA,NA,34,71,NA,NA,NA,NA,1112,1796,NA,NA,NA
"1745",181309,NA,NA,226,24,75,NA,NA,NA,2568,2288,640,NA,NA,NA
"1746",181310,NA,NA,238,34,70,NA,NA,NA,2432,1984,385,NA,NA,NA
"1747",181311,NA,NA,239,NA,78,NA,NA,NA,1704,NA,1640,NA,NA,NA
"1748",181312,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,1796,NA,NA,NA
"1749",181314,NA,NA,233,29,83,NA,NA,NA,1824,1905,1882,NA,NA,NA
"1750",181315,NA,NA,240,NA,57,NA,NA,NA,1112,NA,2481,NA,NA,NA
"1751",181316,NA,NA,238,34,72,NA,NA,NA,2275,1854,2515,NA,NA,NA
"1752",181317,NA,NA,234,20,52,NA,NA,NA,2324,2275,413,NA,NA,NA
"1753",181318,NA,NA,225,22,64,NA,NA,NA,2582,2594,277,NA,NA,NA
"1754",181319,NA,NA,234,39,69,NA,NA,NA,288,2194,256,NA,NA,NA
"1755",181320,NA,NA,239,26,79,NA,NA,NA,2701,1882,2555,NA,NA,NA
"1756",181321,NA,NA,250,NA,99,NA,NA,NA,2623,NA,575,NA,NA,NA
"1757",181322,NA,NA,232,43,124,NA,NA,NA,2105,1347,267,NA,NA,NA
"1758",181323,NA,NA,235,32,84,NA,NA,NA,14,1610,374,NA,NA,NA
"1759",181324,NA,NA,228,31,87,NA,NA,NA,1824,1167,2678,NA,NA,NA
"1760",181325,NA,NA,236,30,58,NA,NA,NA,1514,2105,2432,NA,NA,NA
"1761",181327,NA,NA,235,35,70,NA,NA,NA,108,2636,669,NA,NA,NA
"1762",181328,NA,NA,235,38,139,NA,NA,NA,622,2259,834,NA,NA,NA
"1763",181329,54,NA,235,24,87,NA,1215,NA,308,2432,598,NA,NA,NA
"1764",181330,NA,NA,236,37,127,NA,NA,NA,2259,1112,205,NA,NA,NA
"1765",181331,NA,NA,246,20,58,NA,NA,NA,1854,1704,2305,NA,NA,NA
"1766",183300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1767",190002,83,224,234,41,65,45,905,539,1988,2116,2452,1958,1883,1498
"1768",190003,46,NA,250,31,77,41,1610,NA,1882,2105,2665,1743,NA,NA
"1769",190004,52,195,229,38,57,66,678,2418,1032,1548,1559,566,6327,1510
"1770",190005,54,NA,241,29,NA,48,1257,NA,1167,2027,NA,2007,NA,NA
"1771",190006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772",190007,44,NA,227,247,45,61,1824,NA,99,357,1319,1670,NA,NA
"1773",190008,54,194,12,27,89,40,1086,2007,1616,2029,2058,728,297,1112
"1774",190011,NA,NA,NA,19,69,NA,NA,NA,NA,1796,1431,NA,NA,NA
