"","Provider.ID","Score.OP_10","Score.OP_11","Score.OP_13","Score.OP_14","Score.OP_8","Score.OP_9"
"22603",420071,-0.182342967807658,0.022269584985259,1.89595067967379,0.220739956576726,0.306190990720985,0.196929802371488
"22609",420072,-0.153030780424536,-0.0290946299704107,-1.48445342305021,-0.84985231782129,NA,-0.840958474077793
"22615",420073,-0.709962340703865,-0.542736779527108,0.454307753512083,-1.4386780687402,0.710054181746144,-0.920796033804661
"22621",420078,-0.065094218275168,-0.508493969556662,-0.241657797048741,-0.314556180622282,-0.631348559873131,0.11709224264462
"22627",420079,-0.104177134785998,-0.542736779527108,1.79652702959367,0.0601511154170239,-0.112095885697928,-0.581486404965473
"22633",420080,0.355047134216256,-0.13182305988175,-0.639352397369213,-0.20749695318248,NA,0.835630280186431
"22639",420082,-0.514547758149715,-0.405765539645322,NA,-0.20749695318248,0.868714721077456,-0.980674203599812
"22645",420083,-0.602484320299082,-0.0975802499113037,1.05084965399279,1.71956914073395,NA,-0.302054945921435
"22651",420085,-0.582942862043667,-0.491372564571438,-0.73877604744933,0.381328797736429,-0.818856469991954,-0.541567625102039
"22657",420086,-0.524318487277422,-0.18318727483742,0.702866878712378,NA,0.940833148046234,-1.00063359353153
"22663",420087,-0.162801509552243,-0.508493969556662,0.60344322863226,-1.06397077270089,0.450427844658542,-0.581486404965473
"22669",420089,-0.387528279489517,-0.354401324689652,0.951426003912672,NA,NA,0.256807972166639
"22675",420091,0.159632551662105,-0.0804588449260805,0.305172278391907,-0.314556180622282,1.09949368737755,0.236848582234922
"22681",420098,3.06153910259124,0.621518759468073,-0.191945972008683,-0.261026566902381,-0.429416964360552,-0.00266409694568118
"22687",420101,0.0130716147464922,-0.542736779527108,NA,NA,NA,-0.781080304282642
"22693",420102,0.296422759450011,-0.422886944630545,NA,NA,0.046564653633384,0.11709224264462
"22699",420103,-0.72950379895928,-0.542736779527108,-0.390793272168918,NA,-0.991940694717023,0.11709224264462
"22705",420104,-0.0162405726366303,-0.542736779527108,-0.142234146968623,-1.01044115898099,-0.112095885697928,-0.381892505648303
"22711",420105,-0.475464841638885,-0.440008349615769,0.653155053672319,0.0601511154170239,0.767748923321166,-0.381892505648303
"22717",420106,-0.631796507682205,-0.320158514719206,0.404595928472025,NA,-0.414993278966797,-0.960714813668095
"22723",420107,NA,NA,NA,NA,NA,NA
"22729",420108,NA,NA,NA,NA,NA,NA
"22735",421300,NA,NA,NA,NA,NA,NA
"22741",421301,0.941290881878708,2.88154421751754,NA,-0.84985231782129,NA,-0.341973725784869
"22747",421302,NA,NA,NA,NA,NA,NA
"22753",421303,NA,NA,NA,NA,NA,NA
"22759",421304,NA,NA,NA,NA,NA,NA
"22765",423300,NA,NA,NA,NA,NA,NA
"22771",430005,0.286652030322303,1.49471041371446,-1.3850297729701,NA,0.609088383989854,NA
"22777",430008,-0.455923383383469,-0.542736779527108,0.901714178872614,NA,NA,1.1549805190939
"22783",430012,-0.465694112511177,-0.251672894778313,-0.390793272168918,NA,NA,0.0971328527129036
"22789",430013,0.228027655556058,-0.0804588449260805,NA,-1.4922076824601,-0.919822267748244,-0.341973725784869
"22795",430014,-0.348445362978687,-0.457129754600992,0.553731403592201,NA,-1.90063287452363,0.0572140728494695
"22801",430015,0.657939737175189,0.775611404335082,-1.78272437329057,-1.4922076824601,NA,-0.940755423736378
"22807",430016,0.306193488577718,-0.405765539645322,1.6473915544735,-0.100437725742678,-0.487111705935575,0.157011022508054
"22813",430027,-0.680650153320743,-0.542736779527108,-0.0925223219285646,-0.528674635501885,-1.43907494192345,NA
"22819",430048,-0.749045257214695,-0.440008349615769,NA,NA,-0.0255537733353942,-0.741161524419208
"22825",430077,-0.680650153320743,-0.542736779527108,-0.539928747289095,0.167210342856826,0.594664698596098,-0.60144579489719
"22831",430082,NA,NA,NA,NA,NA,NA
"22837",430083,NA,NA,NA,NA,NA,NA
"22843",430084,NA,NA,NA,NA,NA,NA
"22849",430089,NA,NA,NA,-1.4922076824601,NA,NA
"22855",430090,NA,NA,NA,NA,-1.55446442507349,NA
"22861",430091,NA,NA,NA,NA,-0.775585413810688,NA
"22867",430093,NA,NA,NA,NA,NA,NA
"22873",430095,-0.4950062998943,-0.542736779527108,-0.0925223219285646,-1.4922076824601,NA,NA
"22879",430096,NA,NA,NA,NA,NA,NA
"22885",430097,-0.328903904723272,-0.23455148979309,-0.539928747289095,NA,NA,0.556198821142393
"22891",431300,NA,NA,NA,NA,NA,NA
"22897",431301,NA,NA,NA,NA,NA,NA
"22903",431302,NA,NA,NA,NA,NA,NA
"22909",431305,NA,NA,NA,NA,NA,NA
"22915",431306,NA,NA,NA,NA,NA,-0.0425828768091153
"22921",431307,NA,NA,NA,NA,NA,NA
"22927",431308,NA,NA,NA,NA,NA,NA
"22933",431309,NA,NA,NA,NA,NA,NA
"22939",431310,NA,NA,NA,NA,NA,NA
"22945",431311,NA,NA,NA,NA,NA,NA
"22951",431312,NA,NA,NA,NA,NA,NA
"22957",431313,NA,NA,NA,NA,NA,NA
"22963",431314,NA,NA,NA,NA,NA,NA
"22969",431315,NA,NA,NA,NA,NA,1.19489929895734
"22975",431316,NA,NA,NA,NA,NA,NA
"22981",431317,NA,NA,NA,NA,NA,NA
"22987",431318,NA,NA,NA,NA,NA,NA
"22993",431319,NA,NA,NA,NA,NA,NA
"22999",431320,-0.426611196000347,NA,NA,NA,NA,-0.621405184828907
"23005",431321,-0.524318487277422,-0.542736779527108,NA,NA,NA,0.216889192303205
"23011",431322,-0.76858671547011,NA,NA,2.52251334653246,NA,NA
"23017",431323,-0.807669631980941,-0.542736779527108,NA,NA,NA,NA
"23023",431324,NA,NA,NA,NA,NA,NA
"23029",431325,NA,NA,NA,NA,NA,NA
"23035",431326,NA,NA,NA,NA,NA,NA
"23041",431327,NA,NA,NA,NA,NA,NA
"23047",431328,NA,NA,NA,NA,NA,NA
"23053",431329,NA,NA,NA,NA,NA,NA
"23059",431330,NA,NA,NA,NA,NA,-0.0226234868773981
"23065",431331,NA,NA,NA,NA,NA,NA
"23071",431332,NA,NA,NA,NA,NA,NA
"23077",431333,NA,NA,NA,NA,NA,NA
"23083",431334,NA,NA,NA,NA,NA,NA
"23089",431335,NA,NA,NA,NA,NA,NA
"23095",431336,NA,NA,NA,NA,NA,NA
"23101",431337,NA,NA,NA,NA,NA,NA
"23107",431338,NA,NA,NA,NA,NA,NA
"23113",431339,NA,NA,NA,NA,NA,NA
"23119",433300,NA,NA,NA,NA,NA,NA
"23125",440001,-0.661108695065328,-0.542736779527108,NA,NA,NA,-0.0825016566725491
"23131",440002,-0.201884426063073,-0.18318727483742,0.852002353832555,1.02368416237524,-0.818856469991954,-0.202257996262851
"23137",440003,0.00330088561878468,-0.422886944630545,-0.539928747289095,NA,0.0321409682396282,0.556198821142393
"23143",440006,-0.465694112511177,-0.542736779527108,0.702866878712378,0.756036093775735,1.28700159749637,0.276767362098356
"23149",440007,0.589544633281237,NA,NA,NA,-2.27564869476127,-1.5594965116196
"23155",440008,-0.680650153320743,-0.542736779527108,NA,NA,NA,0.0172952929860357
"23161",440009,1.47868098390262,1.97410975330071,1.15027330407291,-1.11750038642079,-0.487111705935575,-1.16030871298526
"23167",440010,-0.0357820308920455,1.13516090902477,NA,NA,NA,0.296726752030073
"23173",440011,-0.72950379895928,-0.508493969556662,-0.0428104968885059,0.756036093775735,-0.573653818298108,0.336645531893507
"23179",440012,-0.358216092106394,-0.422886944630545,-0.142234146968623,-0.368085794342182,-0.818856469991954,0.11709224264462
"23185",440015,-0.338674633850979,-0.440008349615769,-0.191945972008683,-0.582204249221786,-1.22271966101711,-0.501648845238605
"23191",440016,-0.455923383383469,-0.0119732249851875,NA,NA,NA,-0.282095555989719
"23197",440017,0.413671508982501,-0.542736779527108,-0.539928747289095,-0.20749695318248,-0.155366941879195,-1.02059298346325
"23203",440018,-0.299591717340149,-0.542736779527108,-1.58387707313033,NA,1.27257791210261,-0.302054945921435
"23209",440020,-0.739274528086988,-0.457129754600992,-0.589640572329154,NA,NA,-0.641364574760624
"23215",440025,0.0228423438741997,0.176362229852268,0.404595928472025,NA,1.07064631659003,1.65396526738683
"23221",440029,-0.0748649474028757,0.090755204926152,0.106324978231671,NA,-0.544806447510597,-0.40185189558002
"23227",440030,0.0521545312573224,0.142119419881822,NA,0.0601511154170239,0.176377822177185,-0.162339216399417
"23233",440031,0.0130716147464922,0.176362229852268,1.3988324292732,-0.421615408062083,NA,0.57615821107411
"23239",440032,0.0619252603850299,-0.0633374399408573,NA,NA,NA,-1.10043054319011
"23245",440033,0.570003175025822,-0.148944464866974,1.10056147903285,NA,NA,2.67189415390439
"23251",440034,-0.524318487277422,-0.542736779527108,-0.490216922249036,-0.528674635501885,0.161954136783429,0.276767362098356
"23257",440035,0.228027655556058,0.364697684689724,-1.03704699768968,0.595447252616032,-0.198637998060462,-0.761120914350925
"23263",440039,-0.436381925128054,-0.285915704748759,0.504019578552142,-0.84985231782129,NA,-0.721202134487491
"23269",440040,NA,0.313333469734054,NA,-1.4922076824601,NA,NA
"23275",440046,-0.446152654255762,-0.303037109733983,NA,0.595447252616032,NA,-0.900836643872944
"23281",440048,-0.778357444597818,-0.508493969556662,-0.191945972008683,0.113680729136925,1.60432267615899,-0.0226234868773981
"23287",440049,-0.504777029022007,-0.508493969556662,-0.2913696220888,0.916624934935437,-0.184214312666706,-0.282095555989719
"23293",440050,-0.358216092106394,-0.371522729674876,1.00113782895273,NA,NA,1.2747368586842
"23299",440051,-0.778357444597818,-0.371522729674876,NA,NA,NA,-0.561527015033756
"23305",440053,-0.817440361108648,-0.354401324689652,-0.0428104968885059,-0.153967339462579,NA,NA
"23311",440056,-0.4950062998943,-0.251672894778313,-0.341081447128859,0.702506480055833,0.0754120244208957,0.536239431210676
"23317",440057,-0.0748649474028757,0.809854214305528,-0.937623347609566,NA,NA,-0.681283354624058
"23323",440058,-0.455923383383469,-0.491372564571438,0.056613153191612,2.14780605049316,-0.314027481210507,-0.561527015033756
"23329",440059,-0.240967342573904,0.090755204926152,-0.390793272168918,0.113680729136925,-0.746738043023176,0.0172952929860357
"23335",440060,-0.524318487277422,-0.251672894778313,NA,2.04074682305335,NA,-0.282095555989719
"23341",440061,-0.407069737744932,-0.542736779527108,-1.33531794793004,NA,NA,-0.900836643872944
"23347",440063,-0.309362446467856,-0.491372564571438,-1.58387707313033,0.220739956576726,-0.573653818298108,-0.441770675443454
"23353",440065,-0.192113696935366,0.210605039822715,-0.142234146968623,NA,NA,0.0372546829177526
"23359",440067,-0.026011301764338,-0.542736779527108,NA,NA,NA,-0.980674203599812
"23365",440068,0.21825692642835,1.47758900872924,1.10056147903285,-1.01044115898099,0.104259395208406,0.216889192303205
"23371",440070,0.0521545312573224,-0.542736779527108,NA,-1.06397077270089,NA,-0.302054945921435
"23377",440072,-0.76858671547011,-0.542736779527108,1.44854425431326,0.220739956576726,NA,-0.0825016566725491
"23383",440073,-0.153030780424536,-0.200308679822643,0.454307753512083,-0.261026566902381,0.0177172828458723,-0.122420436535983
"23389",440081,-0.104177134785998,0.227726444807938,-1.33531794793004,0.595447252616032,1.1139173727713,0.0771734627811867
"23395",440082,-0.797898902853233,-0.457129754600992,-0.0925223219285646,NA,NA,-0.60144579489719
"23401",440083,-0.299591717340149,-0.046216034955634,NA,NA,NA,0.795711500322997
"23407",440084,-0.270279529957026,0.124998014896598,NA,-0.421615408062083,-0.0976722003041724,-0.0425828768091153
"23413",440091,0.501608071131869,0.244847849793161,-0.241657797048741,0.0601511154170239,0.0898357098146505,-0.960714813668095
"23419",440102,-0.475464841638885,4.19989240137973,NA,NA,NA,-0.581486404965473
"23425",440104,-0.182342967807658,0.0393909899704822,1.05084965399279,-0.528674635501885,-0.357298537391773,-0.761120914350925
"23431",440109,-0.670879424193035,-0.491372564571438,0.60344322863226,NA,-0.660195930660642,0.556198821142393
"23437",440110,-0.026011301764338,0.330454874719277,0.454307753512083,NA,NA,-0.282095555989719
"23443",440111,-0.57317213291596,NA,NA,NA,NA,0.137051632576337
"23449",440120,-0.289820988212441,-0.440008349615769,0.00690132815155329,0.43485841145633,-1.54004073967974,0.636036380869261
"23455",440125,-0.0846356765305832,0.279090659763608,1.69710337951356,0.0601511154170239,0.262919934539719,-0.222217386194568
"23461",440130,-0.358216092106394,-0.440008349615769,0.653155053672319,-0.421615408062083,0.392733103083519,-0.341973725784869
"23467",440131,-0.231196613446196,-0.320158514719206,NA,NA,NA,0.256807972166639
"23473",440132,0.21825692642835,0.0565123949557055,-1.03704699768968,-0.100437725742678,0.536969957021076,-0.0226234868773981
"23479",440133,-0.778357444597818,0.193483634837491,-0.2913696220888,NA,NA,-0.521608235170322
"23485",440137,0.589544633281237,1.03243247911343,-1.83243619833063,NA,NA,-0.381892505648303
"23491",440144,0.452754425493331,0.142119419881822,0.901714178872614,0.970154548655338,0.421580473871031,2.25274696533833
"23497",440147,NA,NA,NA,NA,-0.919822267748244,NA
"23503",440148,-0.377757550361809,-0.18318727483742,NA,NA,NA,-1.2002274928487
"23509",440150,-0.280050259084734,-0.491372564571438,0.305172278391907,0.113680729136925,NA,-0.341973725784869
"23515",440151,-0.280050259084734,0.022269584985259,-0.390793272168918,-0.368085794342182,-0.905398582354488,-0.801039694214359
"23521",440152,-0.231196613446196,0.210605039822715,-1.1364706477698,3.80722407581008,NA,-0.661323964692341
"23527",440153,-0.416840466872639,-0.268794299763536,1.44854425431326,NA,NA,0.476361261415526
"23533",440156,-0.0944064056582907,1.04955388409865,0.752578703752437,0.648976866335933,NA,0.596117601005827
"23539",440159,6.56923085943825,NA,NA,NA,NA,NA
"23545",440161,-0.446152654255762,-0.457129754600992,0.255460453351848,0.00662150169712307,0.0321409682396282,-0.102461046604266
"23551",440173,-0.065094218275168,0.0736337999409288,-0.440505097208977,0.00662150169712307,1.69086478852153,-0.262136166058002
"23557",440175,-0.0162405726366303,0.261969254778385,-1.68330072321045,1.18427300353494,-0.660195930660642,0.276767362098356
"23563",440176,-0.026011301764338,-0.371522729674876,-0.241657797048741,NA,NA,-0.721202134487491
"23569",440180,2.18217348109756,4.93611281574433,NA,NA,NA,0.396523701688658
"23575",440181,-0.876064735874893,0.142119419881822,NA,NA,NA,-0.501648845238605
"23581",440182,-0.592713591171375,NA,NA,NA,NA,NA
"23587",440183,-0.172572238679951,-0.474251159586215,0.553731403592201,-0.0469081120227776,-0.400569593573041,0.376564311756941
"23593",440184,-0.104177134785998,-0.542736779527108,-1.28560612288998,NA,0.104259395208406,NA
"23599",440185,-0.436381925128054,0.193483634837491,-0.589640572329154,0.541917638896131,-0.50153539132933,-0.641364574760624
"23605",440187,0.872895777984755,1.28925355389178,-2.32955444873122,-0.796322704101389,0.248496249145963,-1.12038993312183
"23611",440189,-0.328903904723272,-0.18318727483742,-0.341081447128859,-0.956911545261091,NA,-0.421811285511737
"23617",440192,0.472295883748746,1.23788933893611,NA,NA,NA,-0.60144579489719
"23623",440193,0.257339842939181,0.655761569438519,-0.142234146968623,-0.261026566902381,1.41681476604017,-0.1423798264677
"23629",440194,0.0326130730019074,-0.542736779527108,0.454307753512083,1.98721720933345,1.27257791210261,0.0771734627811867
"23635",440197,-0.553630674660545,-0.200308679822643,-0.142234146968623,0.970154548655338,NA,0.0172952929860357
"23641",440200,-0.553630674660545,NA,NA,NA,NA,-0.561527015033756
"23647",440218,NA,NA,NA,NA,NA,NA
"23653",440227,-0.358216092106394,-0.542736779527108,-0.887911522569507,1.39839145841454,NA,-0.182298606331134
"23659",440228,-0.328903904723272,-0.166065869852197,0.00690132815155329,0.863095321215536,1.53220424919021,0.376564311756941
"23665",440231,NA,NA,NA,NA,NA,NA
"23671",440232,-0.876064735874893,NA,NA,NA,NA,-1.12038993312183
"23677",441300,NA,NA,NA,NA,NA,NA
"23683",441301,NA,NA,NA,NA,NA,NA
"23689",441303,NA,NA,NA,NA,NA,NA
"23695",441304,-0.328903904723272,-0.542736779527108,-0.539928747289095,NA,NA,-0.40185189558002
"23701",441305,0.657939737175189,0.00514818000003578,NA,NA,NA,1.47433075800137
"23707",441306,NA,NA,NA,NA,NA,NA
"23713",441307,-0.397299008617224,-0.200308679822643,NA,-1.11750038642079,NA,0.895508449981582
"23719",441308,-0.0553234891474605,0.022269584985259,NA,2.14780605049316,NA,NA
"23725",441309,-0.485235570766592,0.50166892457151,NA,NA,NA,0.157011022508054
"23726",430081,NA,NA,NA,NA,NA,NA
"23737",441310,-0.631796507682205,0.50166892457151,-1.48445342305021,1.13074338981504,NA,-0.282095555989719
"23743",441311,0.521149529387284,NA,NA,NA,NA,NA
"23749",441313,NA,NA,NA,NA,NA,NA
"23755",441314,-0.817440361108648,-0.542736779527108,NA,NA,NA,-0.202257996262851
"23761",441315,-0.61225504942679,0.0393909899704822,NA,NA,NA,-1.04055237339496
"23767",441316,NA,NA,NA,NA,NA,NA
"23773",441318,NA,NA,NA,NA,NA,NA
"23779",441319,NA,NA,NA,NA,NA,NA
"23785",443302,NA,NA,NA,NA,NA,NA
"23791",443303,NA,NA,NA,NA,NA,NA
"23797",450002,-0.0162405726366303,-0.542736779527108,NA,NA,-0.0688248295166607,-0.162339216399417
"23803",450007,-0.504777029022007,-0.491372564571438,2.14450980487409,-0.261026566902381,-0.213061683454217,0.0372546829177526
"23809",450010,-0.328903904723272,0.570154544512403,-1.48445342305021,0.327799184016528,1.12834105816506,-0.501648845238605
"23815",450011,-0.0553234891474605,-0.440008349615769,-0.191945972008683,-0.635733862941686,0.320614676114741,-0.381892505648303
"23821",450015,-0.397299008617224,-0.525615374541885,-1.03704699768968,-0.314556180622282,0.695630496352388,-1.28006505257557
"23827",450018,1.1855591100714,-0.251672894778313,-0.0428104968885059,-0.368085794342182,-0.400569593573041,0.0971328527129036
"23833",450021,-0.72950379895928,-0.354401324689652,0.305172278391907,-0.100437725742678,NA,-0.441770675443454
"23839",450023,-0.553630674660545,-0.542736779527108,0.702866878712378,-1.11750038642079,0.782172608714922,-0.561527015033756
"23845",450024,-0.328903904723272,-0.542736779527108,NA,1.93368759561355,NA,-0.801039694214359
"23851",450028,0.355047134216256,2.57335892778352,NA,NA,1.08507000198379,-0.0226234868773981
"23857",450029,0.14009109340669,1.47758900872924,NA,0.43485841145633,1.56105161997773,-0.721202134487491
"23863",450032,-0.270279529957026,0.176362229852268,-0.689064222409272,-0.475145021781984,NA,0.0971328527129036
"23869",450033,1.41028588000867,3.61776463188214,0.205748628311789,0.274269570296627,0.219648878358452,-0.940755423736378
"23875",450034,0.540690987642699,2.83018000256187,NA,-0.100437725742678,-1.25156703180462,-0.302054945921435
"23881",450035,0.0619252603850299,0.279090659763608,-0.639352397369213,0.702506480055833,NA,-0.162339216399417
"23887",450037,-0.182342967807658,0.210605039822715,0.15603680327173,-0.956911545261091,1.69086478852153,-0.242176776126285
"23893",450039,-0.201884426063073,-0.371522729674876,-1.33531794793004,0.648976866335933,-0.530382762116842,-0.461730065375171
"23899",450040,1.93790525290488,-0.23455148979309,1.24969695415303,0.541917638896131,NA,-0.222217386194568
"23905",450042,-0.182342967807658,-0.23455148979309,0.255460453351848,-0.903381931541191,1.2437305413151,-1.14034932305355
"23911",450044,0.00330088561878468,-0.542736779527108,1.34912060423314,-0.903381931541191,-0.876551211566977,0.376564311756941
"23917",450046,2.84658306178168,-0.542736779527108,NA,0.488388025176231,NA,-0.741161524419208
"23923",450051,1.10739327704974,4.11428537645362,-2.32955444873122,-0.475145021781984,NA,-0.202257996262851
"23929",450054,-0.455923383383469,-0.542736779527108,0.305172278391907,-0.689263476661587,0.652359440171121,-0.322014335853152
"23935",450055,-0.641567236809913,0.00514818000003578,NA,-1.2245596138606,NA,0.336645531893507
"23941",450056,-0.788128173725526,-0.542736779527108,-0.440505097208977,-0.635733862941686,NA,-0.122420436535983
"23947",450058,-0.76858671547011,0.433183304630617,1.00113782895273,-1.01044115898099,NA,NA
"23953",450064,-0.700191611576158,-0.217430084807866,NA,-0.153967339462579,NA,-0.00266409694568118
"23959",450068,1.50799317128574,0.313333469734054,0.802290528792496,0.0601511154170239,0.955256833439989,0.556198821142393
"23965",450072,-0.631796507682205,-0.491372564571438,NA,-0.314556180622282,1.28700159749637,0.196929802371488
"23971",450078,NA,NA,NA,-1.4922076824601,NA,NA
"23977",450079,-0.53408921640513,-0.0633374399408573,-1.1364706477698,-0.421615408062083,NA,-0.1423798264677
"23983",450080,1.65455410820136,4.4738348811433,-0.191945972008683,NA,1.21488317052759,2.65193476397267
"23989",450082,0.550461716770407,1.306374958877,NA,-1.2780892275805,NA,-0.561527015033756
"23995",450083,-0.407069737744932,-0.525615374541885,0.404595928472025,0.381328797736429,0.335038361508497,-0.840958474077793
"24001",450085,1.91836379464946,-0.542736779527108,NA,NA,0.811019979502433,-0.0425828768091153
"24007",450087,-0.749045257214695,-0.542736779527108,NA,0.863095321215536,NA,-1.39982139216587
"24013",450090,0.130320364278983,-0.405765539645322,NA,NA,2.55628591214687,0.476361261415526
"24019",450092,-0.631796507682205,-0.268794299763536,NA,NA,1.95049112560913,-0.322014335853152
"24025",450097,0.081466718640445,-0.542736779527108,-0.390793272168918,1.50545068585435,NA,-0.162339216399417
"24031",450099,0.560232445898114,NA,NA,NA,NA,-0.781080304282642
"24037",450101,-0.328903904723272,-0.388644134660099,-0.887911522569507,0.00662150169712307,1.41681476604017,-0.381892505648303
"24043",450102,1.80111504511697,-0.542736779527108,0.454307753512083,-0.368085794342182,1.60432267615899,0.157011022508054
"24049",450104,0.276881301194596,0.946825454187314,NA,-1.11750038642079,-1.55446442507349,-1.10043054319011
"24055",450107,-0.485235570766592,-0.200308679822643,NA,0.274269570296627,NA,-1.10043054319011
"24061",450108,-0.00646984350892281,0.433183304630617,NA,NA,NA,-0.820999084146076
"24067",450119,0.14009109340669,-0.354401324689652,-0.142234146968623,-0.261026566902381,NA,-0.701242744555775
"24073",450124,-0.846752548491771,-0.542736779527108,-2.32955444873122,NA,NA,0.296726752030073
"24079",450128,1.80111504511697,3.17260810226634,0.802290528792496,-0.528674635501885,NA,-1.04055237339496
"24085",450130,-0.592713591171375,0.364697684689724,2.59191623023462,NA,NA,-0.541567625102039
"24091",450132,0.228027655556058,1.95698834831549,-1.43474159801016,-0.742793090381488,-0.27075642502924,-0.481689455306888
"24097",450133,-0.387528279489517,0.45030470961584,-1.43474159801016,-0.582204249221786,0.407156788477275,0.356604921825224
"24103",450135,-0.72950379895928,-0.457129754600992,NA,0.167210342856826,1.77740690088406,-0.880877253941227
"24109",450137,1.39074442175325,-0.457129754600992,NA,0.167210342856826,NA,NA
"24115",450143,0.257339842939181,-0.217430084807866,NA,NA,NA,0.655995770800978
"24121",450144,-0.240967342573904,NA,NA,NA,NA,-0.501648845238605
"24127",450147,-0.0162405726366303,0.963946859172538,NA,NA,0.536969957021076,0.256807972166639
"24133",450148,-0.641567236809913,-0.13182305988175,NA,NA,NA,-0.701242744555775
"24139",450152,0.442983696365624,0.912582644216868,-1.28560612288998,-1.06397077270089,0.248496249145963,-0.381892505648303
"24145",450154,1.20510056832681,1.51183181869968,0.056613153191612,NA,NA,-1.26010566264385
"24151",450155,-0.260508800829319,NA,NA,NA,NA,NA
"24157",450162,3.83342670368014,5.41551215533058,0.901714178872614,NA,1.18603579974008,-0.40185189558002
"24163",450163,3.51099264246579,1.42622479377357,NA,1.13074338981504,NA,-0.341973725784869
"24169",450165,-0.53408921640513,-0.251672894778313,NA,NA,NA,1.53420892779652
"24175",450176,0.325734946833133,-0.200308679822643,NA,-1.17103000014069,NA,-0.421811285511737
"24181",450177,0.198715468172935,0.433183304630617,-1.08675882272974,-0.314556180622282,NA,-0.840958474077793
"24187",450178,0.394130050727086,NA,NA,NA,NA,NA
"24193",450184,0.530920258514992,0.39894049466017,0.354884103431966,-0.261026566902381,-0.357298537391773,-0.60144579489719
"24199",450187,-0.280050259084734,-0.440008349615769,NA,-0.100437725742678,NA,-0.721202134487491
"24205",450192,-0.0162405726366303,1.11803950403955,NA,NA,NA,-0.721202134487491
"24211",450193,0.824042132346217,-0.251672894778313,-0.887911522569507,-0.528674635501885,0.883138406471211,-0.541567625102039
"24217",450194,-0.299591717340149,0.724247189379412,NA,NA,NA,-0.741161524419208
"24223",450196,-0.641567236809913,-0.114701654896527,NA,-0.475145021781984,NA,-0.222217386194568
"24229",450200,3.46213899682725,0.981068264157761,-1.78272437329057,-0.475145021781984,1.60432267615899,0.436442481552092
"24235",450203,0.345276405088548,0.416061899645394,NA,NA,NA,-0.481689455306888
"24241",450209,0.570003175025822,2.53911611781308,-0.390793272168918,-0.153967339462579,NA,0.31668614196179
"24247",450210,-0.026011301764338,-0.542736779527108,NA,1.13074338981504,NA,-0.940755423736378
"24253",450211,3.79434378716931,-0.542736779527108,-0.0428104968885059,0.488388025176231,1.34469633907139,-0.202257996262851
"24259",450213,0.73610557019685,-0.542736779527108,-0.440505097208977,0.702506480055833,NA,-0.40185189558002
"24265",450214,NA,NA,NA,1.55898029957425,NA,NA
"24271",450219,-0.280050259084734,-0.457129754600992,0.205748628311789,-1.17103000014069,NA,-0.781080304282642
"24277",450221,-0.455923383383469,NA,NA,NA,NA,0.536239431210676
"24283",450222,0.560232445898114,-0.542736779527108,-0.689064222409272,NA,0.782172608714922,-0.341973725784869
"24289",450229,-0.338674633850979,-0.525615374541885,-1.68330072321045,-0.796322704101389,0.277343619933474,-0.561527015033756
"24295",450231,-0.836981819364063,-0.508493969556662,-0.589640572329154,0.00662150169712307,-0.155366941879195,-0.00266409694568118
"24301",450235,0.335505675960841,1.3748605788179,NA,-1.11750038642079,NA,0.57615821107411
"24307",450236,0.882666507112463,2.21380942309383,-1.48445342305021,-0.903381931541191,NA,-0.441770675443454
"24313",450237,-0.4950062998943,0.022269584985259,0.305172278391907,0.274269570296627,-0.285180110422995,-0.840958474077793
"24319",450241,NA,NA,NA,NA,NA,NA
"24325",450243,NA,NA,NA,NA,NA,NA
"24331",450253,-0.153030780424536,NA,NA,NA,NA,-0.960714813668095
"24337",450271,0.0228423438741997,-0.200308679822643,NA,NA,1.18603579974008,-0.880877253941227
"24343",450272,-0.436381925128054,-0.0804588449260805,-0.539928747289095,NA,NA,-1.22018688278042
"24349",450280,-0.153030780424536,-0.542736779527108,1.89595067967379,0.756036093775735,1.41681476604017,-0.381892505648303
"24355",450289,-0.338674633850979,-0.525615374541885,-0.241657797048741,2.14780605049316,0.046564653633384,-0.641364574760624
"24361",450292,0.609086091536652,6.27158240459174,0.901714178872614,-0.582204249221786,NA,-0.581486404965473
"24367",450293,0.149861822534398,NA,NA,NA,NA,0.436442481552092
"24373",450299,-0.221425884318489,-0.440008349615769,NA,NA,NA,-0.0425828768091153
"24379",450306,-0.876064735874893,NA,NA,NA,NA,NA
"24385",450324,0.765417757579972,3.0013940524141,1.69710337951356,0.113680729136925,0.0898357098146505,0.0172952929860357
"24391",450330,1.15624692268827,-0.542736779527108,NA,0.863095321215536,NA,0.536239431210676
"24397",450340,-0.602484320299082,-0.542736779527108,1.19998512911297,NA,NA,-0.920796033804661
"24403",450346,-0.797898902853233,-0.440008349615769,0.852002353832555,0.00662150169712307,NA,-0.262136166058002
"24409",450347,0.14009109340669,-0.542736779527108,-0.341081447128859,-0.100437725742678,0.248496249145963,0.256807972166639
"24415",450348,-0.739274528086988,NA,NA,4.44957944044889,NA,NA
"24421",450351,0.0130716147464922,0.364697684689724,NA,-0.582204249221786,NA,-0.501648845238605
"24427",450352,2.55346118795045,4.49095628612853,0.60344322863226,-0.742793090381488,0.176377822177185,-0.980674203599812
"24433",450358,1.64478337907365,-0.457129754600992,0.305172278391907,-0.20749695318248,0.450427844658542,1.25477746875249
"24439",450369,0.980373798389538,NA,NA,NA,NA,-0.641364574760624
